Orthogroup	C_amplexicaulis	S_parvula
OG0013459	Caamp.0023s0547, Caamp.0065s0157	Sp5g00970
OG0013460	Caamp.0065s0158, Caamp.0023s0548	Sp5g00960
OG0013461	Caamp.0023s0549, Caamp.0065s0159	Sp5g00950
OG0013462	Caamp.0023s0552, Caamp.0065s0162	Sp5g00920
OG0013464	Caamp.0065s0179, Caamp.0023s0565	Sp5g00760
OG0013465	Caamp.0065s0180, Caamp.0023s0566	Sp5g00750
OG0013466	Caamp.0023s0567, Caamp.0065s0181	Sp5g00740
OG0013467	Caamp.0023s0570, Caamp.0065s0184	Sp5g00710
OG0013468	Caamp.0007s0532, Caamp.0023s0579	Sp5g00610
OG0013469	Caamp.0023s0580, Caamp.0065s0195	Sp5g00600
OG0013470	Caamp.0023s0588, Caamp.0065s0205	Sp5g00510
OG0013471	Caamp.0065s0215, Caamp.0023s0603	Sp5g00390
OG0013472	Caamp.0023s0604, Caamp.0065s0216	Sp5g00380
OG0013473	Caamp.0023s0605, Caamp.0065s0217	Sp5g00370
OG0013474	Caamp.0023s0607, Caamp.0065s0220	Sp5g00340
OG0013475	Caamp.0065s0221, Caamp.0023s0609	Sp5g00330
OG0013476	Caamp.0023s0612, Caamp.0065s0224	Sp5g00300
OG0013477	Caamp.0023s0614, Caamp.0065s0226	Sp5g00280
OG0013478	Caamp.0065s0227, Caamp.0023s0616	Sp5g00250
OG0013479	Caamp.0023s0617, Caamp.0065s0228	Sp5g00240
OG0013480	Caamp.0065s0234, Caamp.0023s0624	Sp5g00160
OG0013481	Caamp.0065s0237, Caamp.0023s0627	Sp5g00130
OG0013482	Caamp.0023s0628, Caamp.0065s0238	Sp5g00120
OG0013483	Caamp.0023s0629	Sp5g00110
OG0013484	Caamp.0023s0632, Caamp.0065s0240	Sp5g00080
OG0013485	Caamp.0065s0242, Caamp.0023s0634	Sp5g00070
OG0013486	Caamp.0065s0243, Caamp.0023s0635	Sp5g00060
OG0013487	Caamp.0046s0473, Caamp.0024s0003	Sp1g17780
OG0013488	Caamp.0046s0472, Caamp.0024s0004	Sp1g17770
OG0013489	Caamp.0046s0466, Caamp.0024s0010	Sp1g17710
OG0013490	Caamp.0046s0460, Caamp.0024s0015	Sp1g17650
OG0013491	Caamp.0046s0450, Caamp.0024s0028	Sp1g17550
OG0013493	Caamp.0046s0448, Caamp.0024s0030	Sp1g17530
OG0013494	Caamp.0024s0031, Caamp.0046s0443	Sp1g17490
OG0013495	Caamp.0024s0032, Caamp.0046s0442	Sp1g17480
OG0013496	Caamp.0024s0033, Caamp.0046s0441	Sp1g17470
OG0013497	Caamp.0046s0438, Caamp.0024s0036	Sp1g17440
OG0013498	Caamp.0024s0039, Caamp.0046s0435	Sp1g17410
OG0013499	Caamp.0024s0045, Caamp.0046s0429	Sp1g17360
OG0013500	Caamp.0024s0049, Caamp.0046s0425	Sp1g17310
OG0013501	Caamp.0046s0420, Caamp.0024s0055	Sp1g17280
OG0013502	Caamp.0024s0057, Caamp.0046s0418	Sp1g17260
OG0013503	Caamp.0046s0413, Caamp.0024s0063	Sp1g17190
OG0013504	Caamp.0046s0412, Caamp.0024s0064	Sp1g17180
OG0013505	Caamp.0046s0409, Caamp.0024s0067	Sp1g17150
OG0013506	Caamp.0024s0071, Caamp.0046s0405	Sp1g17100
OG0013507	Caamp.0046s0403, Caamp.0024s0074	Sp1g17070
OG0013508	Caamp.0024s0075, Caamp.0046s0402	Sp1g17060
OG0013509	Caamp.0024s0076, Caamp.0046s0401	Sp1g17050
OG0013511	Caamp.0024s0081, Caamp.0046s0396	Sp1g17010
OG0013512	Caamp.0046s0395, Caamp.0024s0082	Sp1g17000
OG0013513	Caamp.0024s0083, Caamp.0046s0394	Sp1g16990
OG0013514	Caamp.0024s0090, Caamp.0046s0387	Sp1g16920
OG0013515	Caamp.0024s0091, Caamp.0046s0386	Sp1g16910
OG0013516	Caamp.0046s0385, Caamp.0024s0094	Sp1g16880
OG0013517	Caamp.0024s0096, Caamp.0046s0383	Sp1g16860
OG0013518	Caamp.0046s0381, Caamp.0024s0098	Sp1g16840
OG0013519	Caamp.0046s0379, Caamp.0024s0100	Sp1g16820
OG0013521	Caamp.0024s0111, Caamp.0046s0365	Sp1g16660
OG0013522	Caamp.0046s0363, Caamp.0024s0113	Sp1g16630
OG0013523	Caamp.0046s0359, Caamp.0024s0117	Sp1g16590
OG0013524	Caamp.0024s0119, Caamp.0046s0357	Sp1g16580
OG0013525	Caamp.0024s0120, Caamp.0046s0356	Sp1g16570
OG0013526	Caamp.0024s0124, Caamp.0046s0352	Sp1g16510
OG0013527	Caamp.0046s0348, Caamp.0024s0127	Sp1g16470
OG0013528	Caamp.0046s0340, Caamp.0024s0134	Sp1g16380
OG0013529	Caamp.0046s0339, Caamp.0024s0135	Sp1g16370
OG0013530	Caamp.0024s0137, Caamp.0046s0337	Sp1g16360
OG0013531	Caamp.0024s0139, Caamp.0046s0334	Sp1g16330
OG0013532	Caamp.0024s0140, Caamp.0046s0333	Sp1g16320
OG0013533	Caamp.0024s0141, Caamp.0046s0332	Sp1g16310
OG0013534	Caamp.0024s0142, Caamp.0046s0331	Sp1g16300
OG0013535	Caamp.0024s0143, Caamp.0046s0330	Sp1g16290
OG0013536	Caamp.0046s0327, Caamp.0024s0146	Sp1g16260
OG0013537	Caamp.0024s0148, Caamp.0046s0325	Sp1g16240
OG0013538	Caamp.0046s0324, Caamp.0024s0149	Sp1g16230
OG0013539	Caamp.0046s0320, Caamp.0024s0152	Sp1g16200
OG0013540	Caamp.0046s0318, Caamp.0024s0153	Sp1g16170
OG0013541	Caamp.0024s0156	Sp5g28840, Sp1g16150
OG0013542	Caamp.0046s0314, Caamp.0024s0157	Sp1g16140
OG0013543	Caamp.0024s0159, Caamp.0046s0313	Sp1g16120
OG0013544	Caamp.0024s0169	Sp1g16030
OG0013545	Caamp.0046s0300, Caamp.0024s0177	Sp1g15930
OG0013546	Caamp.0024s0180, Caamp.0046s0297	Sp1g15900
OG0013547	Caamp.0046s0292, Caamp.0024s0184	Sp1g15860
OG0013548	Caamp.0024s0194, Caamp.0046s0284	Sp1g15770
OG0013549	Caamp.0024s0195, Caamp.0046s0283	Sp1g15760
OG0013550	Caamp.0024s0197, Caamp.0046s0280	Sp1g15740
OG0013551	Caamp.0046s0275, Caamp.0024s0202	Sp1g15690
OG0013552	Caamp.0024s0222	Sp1g15480, SpUn0033_0070
OG0013553	Caamp.0046s0242, Caamp.0024s0239	Sp1g15290
OG0013554	Caamp.0046s0234, Caamp.0024s0247	Sp1g15200
OG0013555	Caamp.0024s0252, Caamp.0046s0229	Sp1g15150
OG0013556	Caamp.0046s0225, Caamp.0024s0255	Sp1g15110
OG0013557	Caamp.0046s0224, Caamp.0024s0256	Sp1g15100
OG0013558	Caamp.0046s0221, Caamp.0024s0259	Sp1g15060
OG0013559	Caamp.0024s0261, Caamp.0046s0218	Sp1g15050
OG0013560	Caamp.0024s0268, Caamp.0046s0212	Sp1g14990
OG0013561	Caamp.0024s0269, Caamp.0046s0211	Sp1g14980
OG0013562	Caamp.0046s0209, Caamp.0024s0270	Sp1g14970
OG0013563	Caamp.0056s0157, Caamp.0024s0277	Sp1g04240
OG0013564	Caamp.0056s0160, Caamp.0024s0280	Sp1g04280
OG0013565	Caamp.0056s0163, Caamp.0024s0282	Sp1g04310
OG0013566	Caamp.0056s0165, Caamp.0024s0283	Sp1g04330
OG0013567	Caamp.0024s0295, Caamp.0056s0178	SpUn0479_0010
OG0013568	Caamp.0056s0186, Caamp.0024s0302	Sp1g04500
OG0013569	Caamp.0056s0189, Caamp.0024s0306	Sp1g04540
OG0013570	Caamp.0024s0307	Sp1g04570
OG0013571	Caamp.0024s0320, Caamp.0056s0205	Sp1g04730
OG0013572	Caamp.0056s0206, Caamp.0024s0322	Sp1g04750
OG0013573	Caamp.0056s0207, Caamp.0024s0323	Sp1g04760
OG0013574	Caamp.0056s0213, Caamp.0024s0327	Sp1g04830
OG0013575	Caamp.0024s0331, Caamp.0056s0217	Sp1g04870
OG0013576	Caamp.0056s0218, Caamp.0024s0332	Sp1g04880
OG0013577	Caamp.0056s0219, Caamp.0024s0333	Sp1g04890
OG0013578	Caamp.0056s0221, Caamp.0024s0335	Sp1g04910
OG0013579	Caamp.0024s0340, Caamp.0056s0225	Sp1g04970
OG0013580	Caamp.0056s0233, Caamp.0024s0349	Sp1g05040
OG0013581	Caamp.0056s0234, Caamp.0024s0350	Sp1g05050
OG0013582	Caamp.0024s0351, Caamp.0056s0235	Sp1g05060
OG0013583	Caamp.0056s0236, Caamp.0024s0352	Sp1g05070
OG0013584	Caamp.0024s0357, Caamp.0056s0240	Sp1g05110
OG0013585	Caamp.0024s0358, Caamp.0056s0241	Sp1g05120
OG0013586	Caamp.0056s0242, Caamp.0024s0359, Caamp.0024s0361	Sp1g05130
OG0013587	Caamp.0024s0367, Caamp.0056s0252	Sp1g05220
OG0013588	Caamp.0056s0257, Caamp.0024s0373	Sp1g05270
OG0013589	Caamp.0024s0377, Caamp.0056s0262	Sp1g05320
OG0013590	Caamp.0056s0270, Caamp.0024s0385	Sp1g05420
OG0013591	Caamp.0056s0271, Caamp.0024s0386	Sp1g05430
OG0013592	Caamp.0024s0387, Caamp.0056s0272	Sp1g05440
OG0013593	Caamp.0056s0274, Caamp.0024s0388	Sp1g05460
OG0013594	Caamp.0056s0277, Caamp.0024s0392	Sp1g05500
OG0013595	Caamp.0056s0278, Caamp.0024s0394	Sp1g05510
OG0013596	Caamp.0056s0280, Caamp.0024s0396	Sp1g05530
OG0013597	Caamp.0024s0401, Caamp.0056s0286	Sp1g05590
OG0013598	Caamp.0024s0406	Sp1g05660
OG0013599	Caamp.0024s0409, Caamp.0056s0295	Sp1g05680
OG0013600	Caamp.0056s0296, Caamp.0024s0410	Sp1g05690
OG0013602	Caamp.0024s0417, Caamp.0056s0301	Sp1g05760
OG0013603	Caamp.0056s0302, Caamp.0024s0418	Sp1g05770
OG0013604	Caamp.0024s0419, Caamp.0056s0303	Sp1g05780
OG0013605	Caamp.0024s0421, Caamp.0056s0305	Sp1g05800
OG0013606	Caamp.0024s0422, Caamp.0056s0306	Sp1g05810
OG0013607	Caamp.0024s0425, Caamp.0056s0308	Sp1g05880
OG0013608	Caamp.0024s0430, Caamp.0056s0312	Sp1g05920
OG0013609	Caamp.0024s0438, Caamp.0056s0318	Sp1g05980
OG0013610	Caamp.0024s0439, Caamp.0056s0319	Sp1g05990
OG0013611	Caamp.0024s0442, Caamp.0056s0323	Sp1g06040
OG0013613	Caamp.0024s0445, Caamp.0056s0326	Sp1g06070
OG0013614	Caamp.0024s0447, Caamp.0056s0327	Sp1g06080
OG0013615	Caamp.0024s0448, Caamp.0095s1121, Caamp.0056s0329	Sp1g06100
OG0013616	Caamp.0024s0462, Caamp.0056s0346	Sp1g06250
OG0013617	Caamp.0024s0469, Caamp.0056s0354	Sp1g06320
OG0013618	Caamp.0354s0005, Caamp.0024s0472	Sp1g06380
OG0013619	Caamp.0024s0484, Caamp.0052s0003	Sp1g06450
OG0013620	Caamp.0024s0489	Sp1g06500
OG0013621	Caamp.0052s0011, Caamp.0024s0494	Sp1g06517
OG0013622	Caamp.0024s0496, Caamp.0052s0013	Sp1g06530
OG0013623	Caamp.0052s0018, Caamp.0024s0500	Sp1g06580
OG0013624	Caamp.0024s0509, Caamp.0052s0029	Sp1g06650
OG0013625	Caamp.0097s0967, Caamp.0243s0001	Sp7g07060
OG0013626	Caamp.0097s0968, Caamp.0243s0002	Sp7g07050
OG0013627	Caamp.0097s0972, Caamp.0243s0003	Sp7g07040
OG0013628	Caamp.0030s0012, Caamp.0025s0020	Sp4g08880
OG0013629	Caamp.0025s0053, Caamp.0030s0043	Sp4g09040
OG0013630	Caamp.0026s0048	Sp3g22320
OG0013631	Caamp.0026s0076	SpUn0027_0010, Sp3g22530
OG0013633	Caamp.0026s0141	Sp3g23100
OG0013634	Caamp.0026s0142	Sp5g19180, Sp7g08910, Sp3g23120
OG0013635	Caamp.0026s0159	Sp3g23310
OG0013636	Caamp.0026s0178	Sp6g04090, Sp3g10230
OG0013637	Caamp.0026s0797	Sp3g27740
OG0013638	Caamp.0026s0244, Caamp.0005s0212	Sp5g14800
OG0013639	Caamp.0026s0246, Caamp.0005s0214	Sp5g14780
OG0013640	Caamp.0005s0224, Caamp.0026s0251	Sp5g14660
OG0013641	Caamp.0005s0226, Caamp.0026s0252	Sp5g14650
OG0013642	Caamp.0026s0261, Caamp.0005s0242	Sp5g14500
OG0013643	Caamp.0026s0265, Caamp.0005s0246	Sp5g14450
OG0013644	Caamp.0026s0271, Caamp.0005s0252	Sp5g14390
OG0013645	Caamp.0005s0255, Caamp.0026s0274	Sp5g14360
OG0013646	Caamp.0026s0277	Sp5g14330
OG0013647	Caamp.0005s0264, Caamp.0026s0284	Sp1g31680
OG0013648	Caamp.0026s0288, Caamp.0005s0269	Sp5g14250
OG0013649	Caamp.0005s0271, Caamp.0026s0289	Sp5g14240
OG0013650	Caamp.0026s0292, Caamp.0005s0273	Sp5g14220
OG0013651	Caamp.0026s0298, Caamp.0005s0279	Sp5g14170
OG0013652	Caamp.0026s0299, Caamp.0005s0280	Sp5g14160
OG0013653	Caamp.0026s0300, Caamp.0005s0283	Sp5g14150
OG0013654	Caamp.0026s0302, Caamp.0005s0285	Sp5g14130
OG0013655	Caamp.0026s0304, Caamp.0005s0288	Sp5g14110
OG0013656	Caamp.0005s0291, Caamp.0026s0305	Sp5g14060
OG0013657	Caamp.0005s0296, Caamp.0026s0308	Sp5g14020
OG0013658	Caamp.0026s0310	Sp5g14000
OG0013659	Caamp.0005s0302, Caamp.0026s0313	Sp5g13980
OG0013660	Caamp.0026s0314, Caamp.0005s0303	Sp5g13970
OG0013661	Caamp.0026s0316, Caamp.0005s0305	Sp5g13950
OG0013662	Caamp.0026s0318, Caamp.0005s0308	Sp5g13930
OG0013663	Caamp.0005s0312, Caamp.0026s0322	Sp5g13890
OG0013664	Caamp.0026s0332, Caamp.0005s0319	Sp5g13830
OG0013665	Caamp.0005s0320, Caamp.0026s0333	Sp5g13820
OG0013666	Caamp.0026s0340, Caamp.0005s0327	Sp5g13780
OG0013667	Caamp.0026s0348, Caamp.0005s0333	Sp5g13720
OG0013669	Caamp.0005s0339, Caamp.0026s0353	Sp5g13640
OG0013670	Caamp.0026s0355, Caamp.0005s0340	Sp5g13620
OG0013671	Caamp.0026s0360	Sp5g13560
OG0013672	Caamp.0026s0361, Caamp.0005s0347	Sp5g13550
OG0013673	Caamp.0026s0364, Caamp.0005s0349	Sp5g13530
OG0013674	Caamp.0005s0357, Caamp.0026s0368	Sp5g13450
OG0013675	Caamp.0026s0372, Caamp.0005s0362	Sp5g13390
OG0013676	Caamp.0026s0385, Caamp.0005s0377	Sp5g13230
OG0013677	Caamp.0026s0386, Caamp.0005s0378	Sp5g13220
OG0013678	Caamp.0005s0379, Caamp.0026s0387	Sp5g13210
OG0013679	Caamp.0026s0389, Caamp.0005s0381	Sp5g13200
OG0013680	Caamp.0005s0391, Caamp.0026s0400	Sp5g13080
OG0013681	Caamp.0026s0402, Caamp.0005s0394	Sp5g13060
OG0013682	Caamp.0026s0406	Sp5g13030
OG0013683	Caamp.0026s0408	Sp5g13020
OG0013684	Caamp.0026s0409	Sp5g13010
OG0013685	Caamp.0026s0410, Caamp.0078s0002	Sp5g13000
OG0013686	Caamp.0026s0417, Caamp.0078s0009	Sp5g12930
OG0013687	Caamp.0078s0010, Caamp.0026s0418	Sp5g12920
OG0013688	Caamp.0026s0420, Caamp.0078s0011	Sp5g12900
OG0013689	Caamp.0026s0427, Caamp.0078s0017	Sp5g12820
OG0013690	Caamp.0078s0021, Caamp.0026s0431	Sp5g12750
OG0013691	Caamp.0078s0030, Caamp.0026s0436	Sp5g12690
OG0013692	Caamp.0078s0032, Caamp.0026s0438	Sp5g12670
OG0013693	Caamp.0026s0448, Caamp.0078s0045	Sp5g12570
OG0013694	Caamp.0078s0050, Caamp.0026s0454	Sp5g12510
OG0013695	Caamp.0026s0455, Caamp.0078s0051	Sp5g12500
OG0013696	Caamp.0026s0458, Caamp.0078s0054	Sp5g12450
OG0013697	Caamp.0026s0472, Caamp.0078s0065	Sp5g12310
OG0013698	Caamp.0026s0473, Caamp.0078s0066	Sp5g12300
OG0013699	Caamp.0026s0479, Caamp.0078s0070	Sp5g12250
OG0013700	Caamp.0026s0482, Caamp.0078s0073	Sp5g12220
OG0013701	Caamp.0078s0093, Caamp.0026s0499	Sp5g12010
OG0013702	Caamp.0026s0508, Caamp.0078s0098	Sp5g11920
OG0013703	Caamp.0078s0106, Caamp.0026s0512	Sp5g11820
OG0013704	Caamp.0026s0516, Caamp.0078s0113	Sp5g11760
OG0013705	Caamp.0026s0519, Caamp.0078s0116	Sp5g11730
OG0013706	Caamp.0078s0124, Caamp.0026s0525	Sp5g11650
OG0013707	Caamp.0026s0530, Caamp.0078s0129	Sp5g11600
OG0013708	Caamp.0026s0534, Caamp.0078s0133	Sp5g11560
OG0013709	Caamp.0026s0535	Sp5g11550
OG0013710	Caamp.0026s0545, Caamp.0078s0150	Sp5g11410
OG0013711	Caamp.0026s0548, Caamp.0078s0153	Sp5g11380
OG0013712	Caamp.0093s0184, Caamp.0026s0551	Sp3g31080
OG0013713	Caamp.0026s0570	Sp3g30820
OG0013714	Caamp.0026s0578	Sp3g30760
OG0013715	Caamp.0026s0580, Caamp.0093s0213	Sp3g30740
OG0013716	Caamp.0026s0624	Sp3g30180
OG0013717	Caamp.0026s0679	Sp3g29697
OG0013718	Caamp.0026s0688	Sp3g29570
OG0013719	Caamp.0026s0689	Sp3g29540, Sp3g29520, Sp3g29510
OG0013720	Caamp.0026s0727	Sp3g28920
OG0013721	Caamp.0026s0749	Sp3g28540, Sp3g28560, Sp3g28550
OG0013722	Caamp.0026s0826	Sp3g27310
OG0013723	Caamp.0026s0828, Caamp.0095s0275	Sp3g27280
OG0013724	Caamp.0266s0005, Caamp.0303s1105	Sp2g00900
OG0013725	Caamp.0266s0006, Caamp.0303s1104	Sp2g00890
OG0013726	Caamp.0303s1102, Caamp.0266s0008	Sp2g00870
OG0013727	Caamp.0303s1100, Caamp.0266s0011	Sp2g00840
OG0013728	Caamp.0266s0019, Caamp.0303s1093	Sp2g00720
OG0013729	Caamp.0303s1094, Caamp.0266s0020	Sp2g00730
OG0013730	Caamp.0266s0021, Caamp.0303s1090	Sp2g00690
OG0013731	Caamp.0303s1089, Caamp.0266s0022	Sp2g00670
OG0013732	Caamp.0266s0026, Caamp.0303s1084	Sp2g00620
OG0013733	Caamp.0303s1071, Caamp.0266s0037	Sp2g00520
OG0013734	Caamp.0303s1064, Caamp.0266s0047	Sp2g00440
OG0013735	Caamp.0303s1052, Caamp.0266s0059	Sp2g00310
OG0013736	Caamp.0303s1050, Caamp.0266s0061	Sp2g00290
OG0013737	Caamp.0303s1046, Caamp.0266s0066	Sp2g00250
OG0013738	Caamp.0266s0087, Caamp.0076s0002	Sp2g00020
OG0013739	Caamp.0004s0158, Caamp.0027s0001	Sp1g32510
OG0013740	Caamp.0004s0147, Caamp.0027s0008	Sp1g32670
OG0013741	Caamp.0027s0025, Caamp.0004s0134	Sp1g32890
OG0013742	Caamp.0027s0028, Caamp.0004s0129	Sp1g32960
OG0013743	Caamp.0027s0032, Caamp.0004s0123	Sp1g33180
OG0013744	Caamp.0004s0122, Caamp.0027s0037	Sp1g33230
OG0013745	Caamp.0027s0039, Caamp.0004s0117	Sp1g33310
OG0013746	Caamp.0004s0106, Caamp.0027s0044	Sp1g33410
OG0013747	Caamp.0027s0045, Caamp.0004s0105	Sp1g33420
OG0013748	Caamp.0027s0048, Caamp.0004s0099	Sp1g33460
OG0013749	Caamp.0027s0051, Caamp.0004s0093	Sp1g33520
OG0013750	Caamp.0004s0092, Caamp.0027s0052	Sp1g33530
OG0013751	Caamp.0027s0062, Caamp.0004s0088	Sp1g33600
OG0013752	Caamp.0004s0087, Caamp.0027s0063	Sp1g33620
OG0013753	Caamp.0004s0079, Caamp.0027s0069	Sp1g33690
OG0013754	Caamp.0027s0074, Caamp.0004s0074	Sp1g33780
OG0013755	Caamp.0027s0080, Caamp.0004s0062	Sp1g33840
OG0013756	Caamp.0027s0082, Caamp.0004s0057	Sp1g33880
OG0013757	Caamp.0004s0027, Caamp.0027s0104	Sp1g34100
OG0013758	Caamp.0004s0026, Caamp.0027s0106	Sp1g34120
OG0013759	Caamp.0004s0024, Caamp.0027s0108	Sp1g34140
OG0013760	Caamp.0027s0109, Caamp.0004s0023	Sp1g34150
OG0013761	Caamp.0004s0018, Caamp.0027s0113	Sp1g34200
OG0013762	Caamp.0004s0017, Caamp.0027s0115	Sp1g34210
OG0013763	Caamp.0275s0034	Sp1g00370
OG0013764	Caamp.0275s0061	Sp1g00680
OG0013765	Caamp.0076s0278, Caamp.0028s0050	Sp6g08080
OG0013766	Caamp.0028s0125	Sp6g07000
OG0013767	Caamp.0028s0186	Sp6g06210
OG0013768	Caamp.0028s0245, Caamp.0071s0297	Sp6g05490
OG0013769	Caamp.0028s0247, Caamp.0071s0296	Sp6g05480
OG0013770	Caamp.0028s0248, Caamp.0071s0295	Sp6g05470
OG0013771	Caamp.0071s0292, Caamp.0028s0251	Sp6g05430
OG0013772	Caamp.0052s0330, Caamp.0028s0256	Sp6g05380
OG0013773	Caamp.0052s0335, Caamp.0028s0265	Sp6g05310
OG0013774	Caamp.0052s0336, Caamp.0028s0267	Sp6g05290
OG0013775	Caamp.0052s0346, Caamp.0028s0279	Sp6g05150
OG0013776	Caamp.0029s0001	Sp3g26900
OG0013777	Caamp.0035s0111, Caamp.0029s0016	Sp3g26780
OG0013778	Caamp.0003s0202, Caamp.0094s0882	Sp7g22390
OG0013779	Caamp.0003s0235	Sp7g22040
OG0013780	Caamp.0003s0273	Sp7g21610, Sp7g21600
OG0013781	Caamp.0003s0430	Sp7g20000
OG0013782	Caamp.0079s0086, Caamp.0003s0444	Sp3g33960
OG0013784	Caamp.0003s0505, Caamp.0004s0055	Sp7g19010
OG0013785	Caamp.0003s0558	Sp7g18450
OG0013786	Caamp.0003s0599	Sp7g17980, Sp4g03880
OG0013788	Caamp.0003s0736, Caamp.0095s0258	Sp7g16130
OG0013789	Caamp.0003s0737, Caamp.0095s0257	Sp7g16140
OG0013790	Caamp.0095s0252, Caamp.0003s0742	Sp7g16190
OG0013791	Caamp.0095s0249, Caamp.0003s0745	Sp7g16220
OG0013792	Caamp.0003s0746, Caamp.0095s0248	Sp7g16230
OG0013793	Caamp.0095s0244, Caamp.0003s0750, Caamp.0095s0245	Sp7g16260
OG0013794	Caamp.0095s0242, Caamp.0003s0752	Sp7g16280
OG0013795	Caamp.0003s0755, Caamp.0095s0239	Sp7g16310
OG0013796	Caamp.0003s0759, Caamp.0095s0233	Sp7g16360
OG0013797	Caamp.0003s0761, Caamp.0095s0231	Sp7g16380
OG0013798	Caamp.0003s0765, Caamp.0095s0228	Sp7g16440
OG0013799	Caamp.0003s0767, Caamp.0095s0225	Sp7g16470
OG0013800	Caamp.0003s0768, Caamp.0095s0224	Sp7g16480
OG0013801	Caamp.0095s0221, Caamp.0003s0771	Sp7g16510
OG0013802	Caamp.0095s0216, Caamp.0003s0774	Sp7g16580
OG0013803	Caamp.0003s0786, Caamp.0095s0206	Sp7g16680
OG0013804	Caamp.0095s0200, Caamp.0003s0791	Sp7g16740
OG0013806	Caamp.0003s0797, Caamp.0095s0196	Sp7g16790
OG0013807	Caamp.0095s0193, Caamp.0003s0799	Sp7g16810
OG0013808	Caamp.0003s0807, Caamp.0095s0185	Sp7g16890
OG0013809	Caamp.0303s0058	Sp3g05350
OG0013810	Caamp.0303s0164	Sp3g04220
OG0013811	Caamp.0303s0166, Caamp.0303s0169	Sp3g04190
OG0013812	Caamp.0303s0185	Sp3g04000, Sp3g03980
OG0013813	Caamp.0303s0248	Sp3g03340
OG0013814	Caamp.0303s0307	Sp3g02740
OG0013815	Caamp.0303s0339	Sp3g02390
OG0013816	Caamp.0303s0498	Sp3g00760
OG0013817	Caamp.0303s0546, Caamp.0052s0064	Sp1g07040
OG0013818	Caamp.0052s0060, Caamp.0303s0550	Sp1g06990
OG0013819	Caamp.0303s0553, Caamp.0052s0057	Sp1g06950
OG0013820	Caamp.0052s0054, Caamp.0303s0556	Sp1g06910
OG0013821	Caamp.0303s0559, Caamp.0052s0048	Sp1g06860
OG0013822	Caamp.0303s0565, Caamp.0052s0042	Sp1g06800
OG0013823	Caamp.0052s0041, Caamp.0303s0566	Sp1g06790
OG0013824	Caamp.0303s0569, Caamp.0052s0039	Sp1g06760
OG0013825	Caamp.0303s0591	Sp5g23100
OG0013826	Caamp.0303s0627	Sp5g22740
OG0013827	Caamp.0303s0650	Sp5g22510
OG0013828	Caamp.0303s0679	Sp5g22140
OG0013829	Caamp.0303s0696	Sp5g21950
OG0013829	Caamp.0303s0700	Sp5g21900
OG0013830	Caamp.0076s0147, Caamp.0303s0716	Sp5g27280
OG0013831	Caamp.0303s0718	Sp5g27260
OG0013832	Caamp.0076s0144, Caamp.0303s0720	Sp5g27240
OG0013833	Caamp.0303s0730, Caamp.0076s0137	Sp5g27150
OG0013834	Caamp.0076s0133, Caamp.0303s0734	Sp5g27100
OG0013835	Caamp.0303s0736, Caamp.0076s0131	Sp5g27080
OG0013836	Caamp.0303s0739, Caamp.0076s0127	Sp5g27050
OG0013837	Caamp.0303s0740	Sp5g27040
OG0013837	Caamp.0076s0126	Sp1g20190
OG0013838	Caamp.0303s0742, Caamp.0076s0124	Sp5g27020
OG0013839	Caamp.0076s0121, Caamp.0303s0745	Sp5g26990
OG0013840	Caamp.0303s0746, Caamp.0076s0120	Sp5g26980
OG0013841	Caamp.0303s0747, Caamp.0076s0119	Sp5g26970
OG0013842	Caamp.0303s0762	SpUn0095_0040, Sp5g26810
OG0013843	Caamp.0303s0772, Caamp.0076s0096	Sp5g26710
OG0013844	Caamp.0076s0094, Caamp.0303s0773	Sp5g26700
OG0013845	Caamp.0303s0774, Caamp.0076s0093	Sp5g26690
OG0013846	Caamp.0303s0777, Caamp.0076s0088	Sp5g26650
OG0013847	Caamp.0303s0778, Caamp.0076s0087	Sp5g26640
OG0013848	Caamp.0303s0782, Caamp.0076s0083	Sp5g26600
OG0013849	Caamp.0303s0784, Caamp.0076s0081	Sp5g26580
OG0013850	Caamp.0303s0800, Caamp.0076s0064	Sp5g26390
OG0013851	Caamp.0076s0061, Caamp.0303s0803	Sp5g26360
OG0013852	Caamp.0303s0909	Sp5g25110
OG0013853	Caamp.0303s0930	Sp5g24890
OG0013854	Caamp.0303s0985	Sp5g24310
OG0013855	Caamp.0303s1000	Sp5g24160
OG0013856	Caamp.0303s1059	Sp2g00380
OG0013858	Caamp.0303s1109	Sp2g00930
OG0013859	Caamp.0303s1110	Sp2g00950
OG0013860	Caamp.0303s1111	Sp2g00960
OG0013861	Caamp.0064s0781, Caamp.0303s1175, Caamp.0303s1178, Caamp.0303s1171	Sp1g08900
OG0013862	Caamp.0071s0195, Caamp.0303s1218	Sp2g02220
OG0013863	Caamp.0303s1379	Sp2g04090
OG0013864	Caamp.0031s0019, Caamp.0009s0038	Sp1g37300
OG0013865	Caamp.0031s0022, Caamp.0009s0039	Sp1g32030
OG0013866	Caamp.0009s0040, Caamp.0031s0028	Sp1g32010
OG0013867	Caamp.0031s0034, Caamp.0008s0071	SpUn0008_0010, SpUn0176_0010
OG0013868	Caamp.0087s0014, Caamp.0032s0014	Sp6g10130
OG0013869	Caamp.0083s0016, Caamp.0032s0026	Sp6g09810
OG0013870	Caamp.0032s0028	Sp6g09730
OG0013871	Caamp.0032s0031	Sp6g09690
