Orthogroup	S_parvula	C_amplexicaulis
OG0015250	Sp1g19180	Caamp.1033s0011, Caamp.0190s0131
OG0015251	Sp1g19220	Caamp.1033s0015
OG0015252	Sp1g19250	Caamp.1033s0017, Caamp.0190s0136
OG0015253	Sp1g19450	Caamp.1033s0036, Caamp.0190s0155
OG0015255	Sp1g19480	Caamp.1033s0040
OG0015256	Sp1g19620	Caamp.1033s0057, Caamp.0037s0337
OG0015257	Sp1g19740	Caamp.0037s0348, Caamp.1033s0066
OG0015258	Sp1g19750	Caamp.1033s0067
OG0015259	Sp1g19900	Caamp.1033s0080, Caamp.0037s0363
OG0015260	Sp1g20010	Caamp.1033s0087, Caamp.0037s0372
OG0015261	Sp1g20060	Caamp.1033s0091
OG0015262	Sp1g20100	Caamp.0037s0378, Caamp.1033s0097
OG0015263	Sp1g20300	Caamp.1033s0119, Caamp.0037s0396
OG0015265	Sp1g20800	Caamp.1033s0165, Caamp.0037s0448
OG0015266	Sp1g20840	Caamp.1033s0168
OG0015267	Sp1g20880	Caamp.1033s0172
OG0015268	Sp1g20970	Caamp.1033s0176, Caamp.0037s0460
OG0015269	Sp1g21460	Caamp.0037s0497, Caamp.1033s0211
OG0015270	Sp1g21470	Caamp.1033s0212, Caamp.0037s0498
OG0015271	Sp1g21500	Caamp.1033s0214
OG0015272	Sp1g21550	Caamp.1033s0219
OG0015273	Sp1g21570	Caamp.0037s0506, Caamp.1033s0221
OG0015274	Sp1g21670	Caamp.1033s0229
OG0015275	Sp1g21720	Caamp.1033s0234
OG0015276	Sp1g21850	Caamp.1033s0243, Caamp.0037s0528
OG0015277	Sp1g22050	Caamp.1033s0263, Caamp.0037s0550
OG0015279	Sp1g22360	Caamp.1033s0296
OG0015280	Sp1g22430	Caamp.1033s0303
OG0015282	Sp1g22590	Caamp.1033s0317, Caamp.0037s0606
OG0015283	Sp1g22780	Caamp.1033s0334
OG0015284	Sp1g22820	Caamp.1033s0338
OG0015285	Sp1g22860	Caamp.1033s0343
OG0015286	Sp1g22920	Caamp.1033s0348
OG0015287	Sp1g23150	Caamp.0037s0653, Caamp.1033s0368
OG0015288	Sp1g23180	Caamp.0037s0656, Caamp.1033s0371
OG0015290	Sp1g23250	Caamp.0037s0663, Caamp.1033s0382
OG0015291	Sp1g23260	Caamp.1033s0383, Caamp.0037s0664
OG0015292	Sp1g23270	Caamp.0037s0665, Caamp.1033s0384
OG0015293	Sp1g23350	Caamp.1033s0392, Caamp.0037s0671
OG0015294	Sp1g23380	Caamp.1033s0395
OG0015295	Sp1g23390	Caamp.1033s0396, Caamp.0037s0675
OG0015296	Sp1g23600	Caamp.1033s0420
OG0015297	Sp1g23610	Caamp.1033s0421
OG0015298	Sp1g23710	Caamp.1033s0431, Caamp.0070s0103
OG0015299	Sp1g23770	Caamp.1033s0436
OG0015300	Sp1g23860	Caamp.0070s0093, Caamp.1033s0443
OG0015301	Sp1g23880	Caamp.1033s0446, Caamp.0070s0091
OG0015303	Sp1g23940	Caamp.0070s0085, Caamp.1033s0452
OG0015304	Sp1g24070	Caamp.1033s0464
OG0015305	Sp1g24250	Caamp.1033s0479
OG0015306	Sp1g24350	Caamp.0070s0052, Caamp.1033s0488
OG0015307	Sp1g24390	Caamp.1033s0491
OG0015308	Sp1g24550, Sp1g24560, Sp6g10190	Caamp.1033s0506
OG0015309	Sp1g24570	Caamp.1033s0507
OG0015310	Sp1g24630	Caamp.0070s0032, Caamp.1033s0514
OG0015311	Sp1g24660	Caamp.0070s0030, Caamp.1033s0516
OG0015312	Sp1g24740	Caamp.0070s0020, Caamp.1033s0526
OG0015313	Sp1g24760	Caamp.1033s0528
OG0015315	Sp1g24890	Caamp.1033s0541, Caamp.0070s0003
OG0015316	Sp1g24920	Caamp.1033s0543
OG0015317	Sp1g24940	Caamp.0078s0611, Caamp.1033s0545
OG0015318	Sp1g24960	Caamp.1033s0548
OG0015319	Sp1g25090	Caamp.1033s0560, Caamp.0078s0597
OG0015320	Sp1g25140	Caamp.1033s0565
OG0015321	Sp1g25240	Caamp.1033s0573, Caamp.0078s0583
OG0015322	Sp1g25640	Caamp.1033s0610
OG0015323	Sp1g25660	Caamp.0007s0018, Caamp.1033s0612
OG0015324	Sp1g25670	Caamp.0007s0019, Caamp.1033s0613
OG0015326	Sp1g25800	Caamp.0007s0032, Caamp.1033s0629
OG0015327	Sp1g25850	Caamp.0003s0795, Caamp.1033s0634
OG0015328	Sp1g25950	Caamp.1033s0644, Caamp.0007s0044
OG0015329	Sp1g25960	Caamp.0007s0045, Caamp.1033s0645
OG0015330	Sp1g26010	Caamp.1033s0650, Caamp.0007s0050
OG0015331	Sp1g26100	Caamp.1033s0658, Caamp.0007s0057
OG0015332	Sp1g26210	Caamp.1033s0675, Caamp.0007s0065
OG0015333	Sp1g26360	Caamp.0007s0077, Caamp.1033s0685
OG0015334	Sp1g26430	Caamp.1033s0689, Caamp.0007s0082
OG0015335	Sp1g26470	Caamp.1033s0691, Caamp.0007s0085
OG0015336	Sp1g26510	Caamp.1033s0695
OG0015338	Sp1g26610	Caamp.1033s0705
OG0015339	Sp1g26670	Caamp.0007s0104, Caamp.1033s0713
OG0015340	Sp1g26680	Caamp.1033s0715, Caamp.0078s0019
OG0015341	Sp1g26750	Caamp.1033s0722, Caamp.0007s0110
OG0015342	Sp1g26810	Caamp.0007s0118, Caamp.1033s0728
OG0015344	Sp1g26890	Caamp.1033s0735
OG0015345	Sp1g27230	Caamp.1033s0757
OG0015346	Sp1g27290	Caamp.1033s0763, Caamp.0007s0164
OG0015347	Sp1g27320	Caamp.1033s0765, Caamp.0007s0166
OG0015348	Sp1g27370	Caamp.1033s0769
OG0015349	Sp1g27430	Caamp.1033s0773
OG0015350	Sp1g27480	Caamp.1033s0778, Caamp.0007s0176
OG0015351	Sp1g27750	Caamp.0007s0197, Caamp.1033s0808
OG0015352	Sp1g28520	Caamp.0007s0225, Caamp.1033s0836
OG0015353	Sp1g28510	Caamp.1033s0837
OG0015355	Sp1g28400	Caamp.0007s0237, Caamp.1033s0851
OG0015356	Sp1g28380	Caamp.1033s0853
OG0015357	Sp1g28370	Caamp.1033s0854
OG0015358	Sp1g28280	Caamp.1033s0861, Caamp.0007s0246
OG0015359	Sp1g28250	Caamp.1033s0865
OG0015361	Sp1g28700	Caamp.1033s0899
OG0015364	Sp1g28780	Caamp.1033s0909
OG0015365	Sp3g24600	Caamp.1033s0921, Caamp.1039s1680, Caamp.0011s0132
OG0015366	Sp1g29080	Caamp.0007s0316, Caamp.1033s0934
OG0015367	Sp1g29180	Caamp.1033s0939
OG0015369	Sp1g29340	Caamp.1033s0955, Caamp.0007s0348
OG0015370	Sp1g29610	Caamp.1033s0984
OG0015371	Sp1g29650	Caamp.0007s0374, Caamp.1033s0986
OG0015372	Sp1g29940	Caamp.0007s0398, Caamp.1033s1011
OG0015373	Sp1g30080	Caamp.0007s0399, Caamp.1033s1023
OG0015375	Sp1g30150	Caamp.1033s1034
OG0015376	Sp1g30180	Caamp.1033s1038, Caamp.0008s0011
OG0015377	Sp1g30500	Caamp.0008s0041, Caamp.1033s1063
OG0015378	Sp1g30610	Caamp.0008s0051, Caamp.1033s1074
OG0015379	Sp2g29620	Caamp.1035s0001, Caamp.0033s0389
OG0015380	Sp2g29590	Caamp.0033s0386, Caamp.1035s0005
OG0015381	Sp2g29580	Caamp.1035s0006
OG0015382	Sp2g29440	Caamp.1035s0017
OG0015383	Sp2g29400	Caamp.1035s0020
OG0015384	Sp2g29350	Caamp.0033s0365, Caamp.1035s0025
OG0015385	Sp2g29320	Caamp.1035s0028
OG0015386	Sp2g29310	Caamp.0033s0362, Caamp.1035s0029
OG0015388	Sp2g29130	Caamp.1035s0047
OG0015389	Sp2g29120	Caamp.1035s0048
OG0015390	Sp2g29050	Caamp.0033s0338, Caamp.1035s0055
OG0015391	Sp2g29000	Caamp.0033s0333, Caamp.1035s0059
OG0015392	Sp2g28990	Caamp.1035s0060
OG0015393	Sp2g28950	Caamp.1035s0064, Caamp.0033s0328
OG0015394	Sp2g28860	Caamp.1035s0070
OG0015395	Sp2g28840	Caamp.1035s0072
OG0015396	Sp2g28830	Caamp.1035s0073
OG0015397	Sp2g28810	Caamp.1035s0075
OG0015398	Sp2g28790	Caamp.1035s0077
OG0015399	Sp2g28680	Caamp.1035s0089, Caamp.0033s0307
OG0015400	Sp2g28450	Caamp.1035s0109
OG0015401	Sp2g28300	Caamp.0033s0272, Caamp.1035s0125
OG0015402	Sp2g28280	Caamp.0033s0270, Caamp.1035s0127
OG0015403	Sp2g28260	Caamp.0033s0268, Caamp.1035s0129
OG0015404	Sp2g28210	Caamp.1035s0134, Caamp.0033s0264
OG0015405	Sp2g28110	Caamp.0033s0255, Caamp.1035s0144
OG0015406	Sp2g27980	Caamp.1035s0155
OG0015407	Sp2g27970	Caamp.1035s0156
OG0015408	Sp2g27960	Caamp.1035s0157
OG0015409	Sp2g27940	Caamp.1035s0159
OG0015411	Sp2g27910	Caamp.1035s0163
OG0015412	Sp2g27840	Caamp.1035s0170
OG0015413	Sp2g27800	Caamp.1035s0174
OG0015414	Sp2g27770	Caamp.1035s0177
OG0015415	Sp2g27720	Caamp.1035s0184, Caamp.0033s0227
OG0015416	Sp2g27660	Caamp.1035s0191
OG0015417	Sp2g27310	Caamp.1035s0221
OG0015418	Sp2g27260	Caamp.1035s0226, Caamp.0033s0183
OG0015419	Sp2g27250	Caamp.1035s0227
OG0015420	Sp2g26980	Caamp.1035s0251
OG0015421	Sp2g26570	Caamp.0033s0118, Caamp.1035s0286
OG0015423	Sp2g26480	Caamp.1035s0296
OG0015424	Sp2g26450	Caamp.0033s0106, Caamp.1035s0299
OG0015425	Sp2g26420	Caamp.1035s0302
OG0015426	Sp2g26330	Caamp.1035s0310
OG0015427	Sp2g26320	Caamp.0033s0093, Caamp.1035s0311
OG0015428	Sp2g26230	Caamp.0033s0084, Caamp.1035s0317
OG0015429	Sp2g26220	Caamp.0033s0083, Caamp.1035s0318
OG0015430	Sp2g26210	Caamp.1035s0319
OG0015431	Sp2g26190	Caamp.1035s0320
OG0015432	Sp2g26120	Caamp.1035s0327
OG0015433	Sp2g25950	Caamp.1035s0343
OG0015435	Sp2g25630	Caamp.0033s0026, Caamp.1035s0373
OG0015436	Sp2g25540	Caamp.1035s0381, Caamp.0033s0019
OG0015437	Sp2g25510	Caamp.1035s0384, Caamp.0033s0016
OG0015438	Sp2g25340	Caamp.1035s0397
OG0015439	Sp2g25330	Caamp.1035s0398
OG0015440	Sp2g25250	Caamp.0120s1011, Caamp.1035s0404
OG0015441	Sp2g25230	Caamp.1035s0406
OG0015442	Sp2g25210	Caamp.1035s0408
OG0015443	Sp2g25070	Caamp.1035s0419
OG0015444	Sp2g24870	Caamp.0120s0980, Caamp.1035s0441
OG0015445	Sp2g24720	Caamp.1035s0456
OG0015446	Sp2g24710	Caamp.1035s0457
OG0015447	Sp2g24670	Caamp.0120s0963, Caamp.1035s0461
OG0015448	Sp2g24640	Caamp.1035s0462
OG0015450	Sp2g24570	Caamp.1035s0472, Caamp.0120s0952
OG0015451	Sp2g24550	Caamp.0120s0951, Caamp.1035s0473
OG0015452	Sp2g24370	Caamp.1035s0493
OG0015453	Sp2g24365	Caamp.0120s0932, Caamp.1035s0494
OG0015454	Sp2g24320	Caamp.1035s0498, Caamp.0120s0928
OG0015455	Sp2g24270	Caamp.1035s0504
OG0015457	Sp2g23300	Caamp.1035s0544, Caamp.0120s0831
OG0015458	Sp7g12160, Sp7g12190	Caamp.1035s0545
OG0015459	Sp2g23340	Caamp.0120s0835, Caamp.1035s0547
OG0015460	Sp2g23520	Caamp.1035s0562
OG0015461	Sp2g23550	Caamp.1035s0565, Caamp.0120s0854
OG0015462	Sp2g23570	Caamp.1035s0568, Caamp.0120s0856
OG0015463	Sp2g23700	Caamp.1035s0579
OG0015464	Sp2g23880	Caamp.1035s0598, Caamp.0120s0884
OG0015465	Sp2g24010	Caamp.1035s0611
OG0015466	Sp2g24020	Caamp.1035s0612, Caamp.0120s0899
OG0015467	Sp2g24150	Caamp.1035s0624, Caamp.0120s0910
OG0015468	Sp2g24170	Caamp.1035s0626
OG0015469	Sp2g22890	Caamp.0120s0787, Caamp.1035s0632
OG0015470	Sp2g22630	Caamp.1035s0652
OG0015471	Sp2g22590	Caamp.1035s0656, Caamp.0120s0753
OG0015472	Sp2g22580	Caamp.1035s0657
OG0015473	Sp2g22570	Caamp.0120s0751, Caamp.1035s0658
OG0015474	Sp2g22530	Caamp.1035s0661, Caamp.0120s0747
OG0015475	Sp2g22370	Caamp.1035s0675, Caamp.0120s0736
OG0015476	Sp2g22270	Caamp.0120s0726, Caamp.1035s0686
OG0015477	Sp2g22060	Caamp.1035s0700
OG0015478	Sp2g22050	Caamp.1035s0701
OG0015480	Sp2g22000	Caamp.1035s0707, Caamp.0120s0702
OG0015481	Sp2g21990	Caamp.1035s0708, Caamp.0120s0701
OG0015482	Sp2g21950	Caamp.1035s0711
OG0015483	Sp2g21930	Caamp.1035s0713
OG0015484	Sp2g21820	Caamp.1035s0726, Caamp.0120s0683
OG0015485	Sp2g21700	Caamp.1035s0737
OG0015486	Sp2g21640	Caamp.0120s0664, Caamp.1035s0744
OG0015487	Sp5g17170	Caamp.0097s0076, Caamp.1035s0745
OG0015488	Sp2g21610	Caamp.1035s0747
OG0015489	Sp2g21550	Caamp.1035s0753, Caamp.0120s0657
OG0015490	Sp2g21440	Caamp.0120s0646, Caamp.1035s0764
OG0015491	Sp2g21420	Caamp.1035s0766, Caamp.0120s0644
OG0015492	Sp2g21390	Caamp.1035s0769
OG0015493	Sp2g21370	Caamp.1035s0771
OG0015494	Sp2g21270	Caamp.1035s0779, Caamp.0120s0628
OG0015495	Sp2g21240	Caamp.1035s0783, Caamp.0120s0624
OG0015496	Sp2g21000	Caamp.1035s0807, Caamp.0120s0597
OG0015497	Sp2g20980	Caamp.0120s0594, Caamp.1035s0809
OG0015498	Sp2g20840	Caamp.1035s0823
OG0015499	Sp2g20830	Caamp.1035s0825, Caamp.0120s0580
OG0015500	Sp2g20760	Caamp.0120s0574, Caamp.1035s0831
OG0015501	Sp2g20680	Caamp.1035s0840
OG0015502	Sp2g20660	Caamp.0120s0566, Caamp.1035s0842
OG0015503	Sp2g20590	Caamp.1035s0850, Caamp.0120s0558
OG0015504	Sp2g20550	Caamp.0120s0556, Caamp.1035s0854
OG0015505	Sp2g20480	Caamp.1035s0861
OG0015506	Sp2g20470	Caamp.1035s0862
OG0015507	Sp2g20460	Caamp.1035s0863
OG0015508	Sp2g20390	Caamp.1035s0871, Caamp.0120s0546
OG0015509	Sp2g20330	Caamp.1035s0876
OG0015510	Sp2g20280	Caamp.0120s0535, Caamp.1035s0880
OG0015512	Sp2g19520	Caamp.1035s0950
OG0015513	Sp2g19440	Caamp.0120s0460, Caamp.1035s0954
OG0015515	Sp2g19300	Caamp.1035s0970
OG0015517	Sp2g19180	Caamp.1035s0982
OG0015518	Sp2g19140	Caamp.1035s0986
OG0015519	Sp2g19110	Caamp.0012s0099, Caamp.1035s0989
OG0015520	Sp2g19050	Caamp.0120s0425, Caamp.1035s0995
OG0015521	Sp2g18780	Caamp.1035s1019, Caamp.0120s0403
OG0015522	Sp2g18720	Caamp.1035s1024
OG0015523	Sp2g18630	Caamp.0120s0389, Caamp.1035s1033
OG0015524	Sp2g18520	Caamp.1035s1046
OG0015525	Sp2g18200	Caamp.1035s1074, Caamp.0120s0347
OG0015526	Sp2g18190	Caamp.1035s1075
OG0015527	Sp2g18170	Caamp.1035s1077
OG0015528	Sp2g18070	Caamp.1035s1088
OG0015530	Sp2g18000	Caamp.1035s1096, Caamp.0120s0326
OG0015531	Sp2g17900	Caamp.1035s1106, Caamp.0120s0315
OG0015532	Sp2g17470	Caamp.0120s0274, Caamp.1035s1149
OG0015533	Sp2g17420, SpUn0298_0010	Caamp.1035s1152
OG0015534	Sp2g17410	Caamp.1035s1153
OG0015535	Sp2g16940	Caamp.1035s1196, Caamp.0120s0224
OG0015536	Sp2g16800	Caamp.1035s1209
OG0015537	Sp2g16760	Caamp.0120s0209, Caamp.1035s1213
OG0015538	Sp2g16600	Caamp.1035s1230, Caamp.0120s0193
OG0015539	Sp2g16550	Caamp.0120s0189, Caamp.1035s1235
OG0015540	Sp2g16300	Caamp.1035s1256
OG0015541	Sp2g16260	Caamp.1035s1259, Caamp.0120s0162
OG0015542	Sp2g16250	Caamp.1035s1260
OG0015543	Sp2g16240	Caamp.1035s1261
OG0015544	Sp2g16170	Caamp.1035s1268
OG0015545	Sp2g16020	Caamp.0120s0138, Caamp.1035s1283
OG0015547	Sp2g15840	Caamp.1035s1300
OG0015548	Sp2g15810	Caamp.1035s1303
OG0015549	Sp2g15800	Caamp.1035s1305
OG0015550	Sp2g15660	Caamp.1035s1318
OG0015551	Sp2g15530	Caamp.1035s1328
OG0015552	Sp5g24090, SpUn0536_0010	Caamp.1035s1336, Caamp.1035s1334
OG0015553	Sp2g15400	Caamp.1035s1343, Caamp.0120s0091
OG0015554	Sp2g15350	Caamp.1035s1345
OG0015555	Sp2g15320	Caamp.1035s1348
OG0015556	Sp2g15310	Caamp.0120s0082, Caamp.1035s1349
OG0015557	Sp2g15280	Caamp.1035s1352
OG0015558	Sp2g15250	Caamp.0120s0077, Caamp.1035s1355
OG0015559	Sp2g15180	Caamp.1035s1362, Caamp.0120s0070
OG0015560	Sp2g15170	Caamp.1035s1363, Caamp.0120s0069
OG0015562	Sp2g15090	Caamp.0120s0060, Caamp.1035s1372
OG0015563	Sp2g15050	Caamp.1035s1377
OG0015564	Sp1g40530, Sp3g12350	Caamp.1035s1397
OG0015565	Sp1g01060	Caamp.1035s1405, Caamp.0188s1079
OG0015566	Sp1g01110	Caamp.1035s1409
OG0015567	Sp1g01140	Caamp.1035s1412
OG0015568	Sp1g01150	Caamp.1035s1413, Caamp.0188s1070
OG0015569	Sp1g01590	Caamp.0188s1023, Caamp.1035s1439
OG0015570	Sp1g01800	Caamp.1035s1458
OG0015571	Sp1g01810	Caamp.0188s1002, Caamp.1035s1459
OG0015573	Sp1g01920	Caamp.1035s1470
OG0015574	Sp1g01990	Caamp.1035s1476, Caamp.0188s0987
OG0015575	Sp1g02100	Caamp.0188s0976, Caamp.1035s1485
OG0015576	Sp1g02190	Caamp.1035s1493, Caamp.0188s0969
OG0015577	Sp1g02390	Caamp.1035s1509, Caamp.0188s0950
OG0015578	Sp1g02410	Caamp.0188s0947, Caamp.1035s1511
OG0015579	Sp6g25730	Caamp.1036s0001, Caamp.1037s0373
OG0015580	Sp6g25770	Caamp.1036s0006, Caamp.1037s0369
OG0015581	Sp6g25790	Caamp.1036s0008
OG0015582	Sp6g25930	Caamp.1036s0023, Caamp.1037s0352
OG0015583	Sp6g26100	Caamp.1036s0036
OG0015584	Sp6g26110	Caamp.1036s0037
OG0015585	Sp6g26120	Caamp.1036s0038
OG0015586	Sp6g26630	Caamp.1037s0287, Caamp.1036s0096
OG0015588	Sp6g26720	Caamp.1036s0106
OG0015589	Sp6g26730	Caamp.1036s0107, Caamp.1037s0275
OG0015591	Sp6g26820	Caamp.1036s0116
OG0015592	Sp6g26850	Caamp.1036s0119, Caamp.1037s0265
OG0015593	Sp6g27060	Caamp.1036s0141, Caamp.1037s0241
OG0015596	Sp6g27190	Caamp.1036s0154, Caamp.1037s0229
OG0015597	Sp6g27270	Caamp.1036s0160
OG0015598	Sp6g27320	Caamp.1036s0165
OG0015599	Sp6g27440	Caamp.1036s0175
OG0015600	Sp6g27460	Caamp.1036s0177
OG0015601	Sp6g27520	Caamp.1036s0183, Caamp.1037s0197
OG0015602	Sp6g27760	Caamp.1041s1576, Caamp.1036s0205
OG0015603	Sp6g27770	Caamp.1041s1574, Caamp.1036s0206
OG0015605	Sp6g28190	Caamp.1036s0248
OG0015606	Sp6g28220	Caamp.1036s0251, Caamp.1041s1527
OG0015607	Sp6g28260	Caamp.1041s1524, Caamp.1036s0255
OG0015608	Sp6g28280	Caamp.1036s0257, Caamp.1041s1522
OG0015609	Sp6g28330	Caamp.1036s0262
OG0015610	Sp5g26240	Caamp.1036s0306, Caamp.0303s0815
OG0015611	Sp5g26230	Caamp.1036s0307
OG0015612	Sp5g25900	Caamp.0303s0847, Caamp.1036s0345
OG0015613	Sp5g25835	Caamp.1036s0351
OG0015614	Sp5g25820	Caamp.1036s0353
OG0015616	Sp5g25550	Caamp.1036s0373
OG0015617	Sp5g25520	Caamp.1036s0378
OG0015618	Sp5g25460	Caamp.0303s0881, Caamp.1036s0385
OG0015619	Sp5g25290	Caamp.0303s0896, Caamp.1036s0399
OG0015620	Sp5g24940	Caamp.1036s0431
OG0015621	Sp5g24540	Caamp.1036s0475, Caamp.0303s0961
OG0015623	Sp5g24380	Caamp.1036s0492
OG0015625	Sp5g24330	Caamp.0303s0983, Caamp.1036s0499
OG0015626	Sp5g24200	Caamp.1036s0512, Caamp.0303s0995
OG0015629	Sp5g23900	Caamp.1036s0541, Caamp.0064s0563
OG0015630	Sp7g31450	Caamp.1036s0556, Caamp.1036s0553
OG0015631	Sp3g02580	Caamp.1036s0574, Caamp.0076s0768, Caamp.0088s0020
OG0015632	Sp7g04860, Sp7g04810	Caamp.1036s0595
OG0015633	Sp7g05100	Caamp.1036s0602
OG0015634	Sp6g00080	Caamp.1040s0012, Caamp.1037s0006
OG0015635	Sp6g00100	Caamp.1040s0013, Caamp.1037s0007
OG0015636	Sp6g00110	Caamp.1037s0008
OG0015637	Sp6g00250	Caamp.1037s0020, Caamp.1040s0024
OG0015638	Sp6g00560	Caamp.1037s0042
OG0015639	Sp6g00680	Caamp.1037s0050
OG0015640	Sp6g00890	Caamp.1040s0081, Caamp.1037s0069
OG0015641	Sp6g00930	Caamp.1037s0073
OG0015642	Sp6g00970	Caamp.1040s0086, Caamp.1037s0076
OG0015643	Sp6g01000	Caamp.1037s0078, Caamp.1040s0089
OG0015644	Sp6g01130	Caamp.1037s0087, Caamp.1040s0101
OG0015645	Sp6g01170	Caamp.1037s0091
OG0015646	Sp6g01250	Caamp.1037s0099, Caamp.1040s0113
OG0015647	Sp6g01360	Caamp.1040s0123, Caamp.1037s0110
OG0015648	Sp6g01420	Caamp.1040s0127, Caamp.1037s0115
OG0015649	Sp6g01440	Caamp.1037s0117, Caamp.1040s0129
OG0015650	Sp6g01460	Caamp.1037s0122
OG0015651	Sp6g01510	Caamp.1040s0133, Caamp.1037s0125
OG0015652	Sp6g01560	Caamp.1037s0130
OG0015653	Sp6g01710	Caamp.1037s0142
OG0015654	Sp6g01920	Caamp.1037s0157, Caamp.1040s0169
OG0015655	Sp6g02040	Caamp.1037s0168
OG0015656	Sp6g02110	Caamp.1037s0174
OG0015657	Sp6g27540	Caamp.1037s0196
OG0015658	Sp6g27380	Caamp.1037s0208
OG0015659	Sp6g27250	Caamp.1037s0223
OG0015660	Sp6g26980	Caamp.1037s0250
OG0015661	Sp6g26680	Caamp.1037s0281
OG0015662	Sp6g26220	Caamp.1037s0329
OG0015663	Sp6g25880	Caamp.1037s0358
OG0015664	Sp6g25520	Caamp.1037s0389
OG0015665	Sp6g25460	Caamp.0105s0809, Caamp.1037s0395
OG0015666	Sp6g25440	Caamp.0105s0811, Caamp.1037s0397
OG0015668	Sp6g25150	Caamp.0105s0842, Caamp.1037s0426
OG0015669	Sp6g25090	Caamp.1037s0434
OG0015670	Sp6g25000	Caamp.1037s0443, Caamp.0105s0855
OG0015671	Sp6g24950	Caamp.1037s0448
OG0015672	Sp6g24740	Caamp.1037s0468, Caamp.0105s0881
OG0015673	Sp6g24680	Caamp.0105s0886, Caamp.1037s0473
OG0015674	Sp6g24610	Caamp.1037s0482, Caamp.0105s0895
OG0015675	Sp6g24570	Caamp.1037s0486
OG0015676	Sp6g24520	Caamp.1037s0490, Caamp.0052s0649
OG0015677	Sp6g24350	Caamp.0052s0629, Caamp.1037s0512
OG0015678	Sp6g24330	Caamp.1037s0514
OG0015679	Sp6g24310	Caamp.1037s0516, Caamp.0052s0625
OG0015680	Sp6g24240	Caamp.1037s0522, Caamp.0052s0619
OG0015681	Sp6g01370	Caamp.0052s0597, Caamp.1037s0542
OG0015682	Sp6g23980	Caamp.1037s0544
OG0015683	Sp6g23890	Caamp.1037s0556
OG0015684	Sp6g23880	Caamp.0052s0584, Caamp.1037s0557
OG0015685	Sp6g23830	Caamp.1037s0562
OG0015686	Sp6g23710	Caamp.0052s0568, Caamp.1037s0574
OG0015687	Sp6g23640	Caamp.1037s0580, Caamp.0052s0561
OG0015689	Sp6g23530	Caamp.1037s0593
OG0015690	Sp6g23390	Caamp.1040s0250, Caamp.1037s0602
OG0015691	Sp6g23280	Caamp.1037s0613, Caamp.1040s0261
OG0015692	Sp6g23250	Caamp.1037s0616
OG0015693	Sp6g23230	Caamp.1037s0618, Caamp.1040s0266
OG0015694	Sp6g23170	Caamp.1037s0624, Caamp.1040s0272
OG0015695	Sp6g23100	Caamp.1037s0631, Caamp.1040s0279
OG0015696	Sp6g23000	Caamp.1040s0286, Caamp.1037s0639
OG0015697	Sp6g22860	Caamp.1040s0300, Caamp.1037s0652
OG0015698	Sp6g22820	Caamp.1037s0656
OG0015699	Sp2g01010	Caamp.1037s0667
OG0015700	Sp6g22540	Caamp.1040s0333, Caamp.1037s0684
OG0015701	Sp6g22510	Caamp.1037s0687, Caamp.1040s0336
OG0015702	Sp6g22400	Caamp.1037s0698, Caamp.1040s0345
OG0015703	Sp6g22320	Caamp.1037s0705
OG0015705	Sp6g22080	Caamp.1040s0373, Caamp.1037s0726
OG0015706	Sp6g22070	Caamp.1040s0374, Caamp.1037s0727
OG0015707	Sp6g21970	Caamp.1037s0735, Caamp.1040s0380
OG0015708	Sp6g21940	Caamp.1037s0738, Caamp.1040s0383
OG0015709	Sp6g21800	Caamp.1037s0753
OG0015710	Sp6g21720	Caamp.1037s0762, Caamp.1040s0403
OG0015711	Sp6g21560	Caamp.1037s0779, Caamp.1040s0419
OG0015712	Sp6g21290	Caamp.1040s0444, Caamp.1037s0806
OG0015713	Sp6g21270	Caamp.1040s0447, Caamp.1037s0808
OG0015714	Sp6g21250	Caamp.1037s0810, Caamp.1040s0449
OG0015715	Sp6g21220	Caamp.1037s0813, Caamp.1040s0452
OG0015717	Sp6g21140	Caamp.1040s0458, Caamp.1037s0819
OG0015718	Sp6g21090	Caamp.1037s0824
OG0015719	Sp6g21040	Caamp.1040s0466, Caamp.1037s0829
OG0015720	Sp6g20980	Caamp.1037s0835
OG0015721	Sp6g20790	Caamp.1040s0492, Caamp.1037s0844
OG0015722	Sp6g20930	Caamp.1037s0855, Caamp.1040s0477
OG0015723	Sp6g20720	Caamp.1037s0863
OG0015724	Sp6g20610	Caamp.1037s0868, Caamp.1040s0510
OG0015725	Sp6g20590	Caamp.1037s0870, Caamp.1040s0512
OG0015726	Sp6g20500	Caamp.1037s0878
OG0015727	Sp6g20440	Caamp.1037s0885, Caamp.1040s0521
OG0015728	Sp6g20430	Caamp.1040s0522, Caamp.1037s0886
OG0015729	Sp6g20190	Caamp.1040s0547, Caamp.1037s0911
OG0015730	Sp6g20160	Caamp.1037s0914, Caamp.1040s0550
OG0015731	Sp6g19830	Caamp.1037s0947, Caamp.1040s0582
OG0015732	Sp6g19700	Caamp.1040s0593, Caamp.1037s0958
OG0015733	Sp6g19660	Caamp.1037s0962, Caamp.1040s0597
OG0015734	Sp6g19540	Caamp.1037s0976
OG0015735	Sp6g19530	Caamp.1037s0977
OG0015737	Sp6g19460	Caamp.1037s0983, Caamp.1040s0618
OG0015738	Sp6g19440	Caamp.1037s0985
OG0015739	Sp6g19390	Caamp.1037s0989
OG0015740	Sp6g19240	Caamp.1040s0637, Caamp.1037s1004
