Orthogroup	S_pinnata	E_salsugineum
OG0017790	Stapi.9271s0001	Thhalv10017555m.g, Thhalv10017942m.g
OG0017791	Stapi.0872s0002	Thhalv10011803m.g
OG0017792	Stapi.0872s0003	Thhalv10011453m.g
OG0017793	Stapi.0301s0010	Thhalv10012213m.g
OG0017794	Stapi.2002s0006	Thhalv10012190m.g
OG0017795	Stapi.2818s0004	Thhalv10004335m.g
OG0017798	Stapi.0907s0001	Thhalv10002167m.g
OG0017799	Stapi.2866s0001	Thhalv10001960m.g
OG0017800	Stapi.0162s0031	Thhalv10001942m.g
OG0017802	Stapi.1036s0010	Thhalv10006629m.g
OG0017803	Stapi.1563s0006	Thhalv10007529m.g
OG0017804	Stapi.2007s0007	Thhalv10011359m.g
OG0017806	Stapi.19246s0001	Thhalv10011482m.g
OG0017807	Stapi.0853s0001	Thhalv10012289m.g
OG0017808	Stapi.5099s0002	Thhalv10011288m.g
OG0017809	Stapi.1768s0008	Thhalv10004724m.g
OG0017811	Stapi.7024s0003	Thhalv10000588m.g
OG0017813	Stapi.5250s0002	Thhalv10027658m.g
OG0017815	Stapi.1082s0009	Thhalv10028295m.g
OG0017817	Stapi.6112s0004	Thhalv10028331m.g
OG0017818	Stapi.7838s0001	Thhalv10027834m.g
OG0017819	Stapi.5885s0004, Stapi.16755s0001	Thhalv10028140m.g
OG0017820	Stapi.2201s0002	Thhalv10026423m.g
OG0017821	Stapi.1941s0006	Thhalv10026076m.g
OG0017822	Stapi.2500s0011	Thhalv10026742m.g
OG0017823	Stapi.0155s0026	Thhalv10027322m.g
OG0017824	Stapi.4637s0004	Thhalv10016453m.g
OG0017825	Stapi.5635s0002, Stapi.4145s0004	Thhalv10012251m.g
OG0017826	Stapi.4145s0007	Thhalv10011478m.g
OG0017827	Stapi.10842s0003	Thhalv10011583m.g
OG0017828	Stapi.10428s0002	Thhalv10011527m.g
OG0017829	Stapi.4755s0006	Thhalv10011259m.g
OG0017830	Stapi.4755s0003	Thhalv10011744m.g
OG0017832	Stapi.3772s0001	Thhalv10007301m.g
OG0017833	Stapi.1603s0007	Thhalv10007415m.g
OG0017834	Stapi.0701s0006	Thhalv10007372m.g
OG0017835	Stapi.0701s0015	Thhalv10006526m.g
OG0017837	Stapi.1285s0010	Thhalv10007199m.g
OG0017838	Stapi.13966s0002	Thhalv10009138m.g
OG0017839	Stapi.0441s0003	Thhalv10008517m.g
OG0017840	Stapi.1133s0011	Thhalv10006920m.g
OG0017841	Stapi.0845s0006	Thhalv10007154m.g
OG0017842	Stapi.3241s0001	Thhalv10007331m.g
OG0017843	Stapi.0980s0001	Thhalv10006798m.g
OG0017844	Stapi.0668s0016, Stapi.2470s0005	Thhalv10009337m.g
OG0017845	Stapi.2470s0002	Thhalv10007295m.g
OG0017846	Stapi.1663s0012	Thhalv10007083m.g
OG0017848	Stapi.0001s0026	Thhalv10029043m.g
OG0017851	Stapi.0365s0009	Thhalv10002499m.g
OG0017852	Stapi.0040s0014	Thhalv10002732m.g
OG0017855	Stapi.8443s0002	Thhalv10002852m.g
OG0017856	Stapi.0119s0016	Thhalv10002598m.g
OG0017857	Stapi.0082s0010	Thhalv10002745m.g
OG0017858	Stapi.0082s0011, Stapi.0600s0007	Thhalv10002799m.g
OG0017859	Stapi.1707s0010	Thhalv10002530m.g
OG0017860	Stapi.2810s0005	Thhalv10002508m.g
OG0017861	Stapi.0507s0004	Thhalv10011169m.g
OG0017862	Stapi.0263s0014, Stapi.0142s0024	Thhalv10002542m.g
OG0017863	Stapi.0480s0008	Thhalv10010149m.g
OG0017864	Stapi.0498s0011	Thhalv10010272m.g
OG0017865	Stapi.0382s0005	Thhalv10001913m.g
OG0017866	Stapi.0343s0004	Thhalv10011076m.g, Thhalv10010570m.g
OG0017867	Stapi.2672s0003	Thhalv10010474m.g
OG0017868	Stapi.1220s0002	Thhalv10010448m.g
OG0017869	Stapi.1089s0003	Thhalv10027320m.g
OG0017870	Stapi.1089s0006	Thhalv10011126m.g, Thhalv10010922m.g
OG0017871	Stapi.1517s0001	Thhalv10011125m.g
OG0017872	Stapi.1517s0003	Thhalv10010696m.g
OG0017873	Stapi.2127s0001, Stapi.1515s0001	Thhalv10010885m.g
OG0017874	Stapi.2151s0008	Thhalv10010131m.g
OG0017875	Stapi.0519s0011	Thhalv10000573m.g
OG0017876	Stapi.2477s0006	Thhalv10016944m.g
OG0017877	Stapi.2079s0011	Thhalv10016377m.g
OG0017878	Stapi.2353s0009	Thhalv10016305m.g
OG0017879	Stapi.2280s0004	Thhalv10017505m.g
OG0017880	Stapi.0084s0044	Thhalv10017964m.g
OG0017881	Stapi.6230s0001	Thhalv10022334m.g
OG0017882	Stapi.4565s0003	Thhalv10021369m.g
OG0017883	Stapi.12274s0002	Thhalv10021613m.g
OG0017884	Stapi.6786s0001	Thhalv10022393m.g, Thhalv10022064m.g, Thhalv10022401m.g
OG0017885	Stapi.1279s0011	Thhalv10020271m.g
OG0017886	Stapi.2382s0011	Thhalv10003730m.g, Thhalv10020051m.g
OG0017887	Stapi.3210s0002	Thhalv10021116m.g
OG0017888	Stapi.12304s0001	Thhalv10022350m.g
OG0017889	Stapi.7315s0004	Thhalv10007118m.g
OG0017890	Stapi.7315s0002	Thhalv10008243m.g
OG0017891	Stapi.4536s0005	Thhalv10006999m.g
OG0017892	Stapi.4536s0006	Thhalv10006730m.g
OG0017893	Stapi.3509s0002	Thhalv10006793m.g
OG0017894	Stapi.7014s0001	Thhalv10007209m.g
OG0017895	Stapi.7791s0001	Thhalv10007053m.g
OG0017896	Stapi.7791s0004	Thhalv10008261m.g
OG0017897	Stapi.7791s0005	Thhalv10008143m.g
OG0017898	Stapi.0089s0009	Thhalv10007805m.g
OG0017899	Stapi.1184s0011	Thhalv10009465m.g
OG0017900	Stapi.7055s0001	Thhalv10007639m.g
OG0017901	Stapi.6265s0002, Stapi.1873s0007	Thhalv10009458m.g
OG0017902	Stapi.2235s0005	Thhalv10007471m.g
OG0017903	Stapi.2422s0004, Stapi.9125s0002	Thhalv10029393m.g
OG0017904	Stapi.9125s0003	Thhalv10028543m.g
OG0017905	Stapi.0287s0015	Thhalv10029002m.g
OG0017906	Stapi.3545s0003, Stapi.0213s0020	Thhalv10029419m.g
OG0017907	Stapi.0387s0021	Thhalv10028765m.g
OG0017908	Stapi.2194s0007	Thhalv10029222m.g
OG0017910	Stapi.1163s0008	Thhalv10013841m.g
OG0017911	Stapi.3868s0001	Thhalv10012460m.g
OG0017912	Stapi.1950s0006	Thhalv10013775m.g
OG0017913	Stapi.0587s0018	Thhalv10021444m.g
OG0017914	Stapi.4114s0006	Thhalv10020793m.g
OG0017915	Stapi.0965s0011	Thhalv10020642m.g
OG0017916	Stapi.6815s0003	Thhalv10022259m.g
OG0017917	Stapi.6815s0001	Thhalv10020151m.g
OG0017919	Stapi.1979s0007	Thhalv10021080m.g
OG0017920	Stapi.5707s0004	Thhalv10024047m.g
OG0017921	Stapi.11998s0002	Thhalv10023496m.g
OG0017922	Stapi.0144s0015, Stapi.7134s0001	Thhalv10023823m.g
OG0017923	Stapi.14878s0001	Thhalv10023244m.g
OG0017924	Stapi.8162s0001	Thhalv10022963m.g
OG0017926	Stapi.8320s0001	Thhalv10007544m.g
OG0017927	Stapi.8320s0003	Thhalv10006684m.g
OG0017928	Stapi.13737s0001	Thhalv10010079m.g
OG0017929	Stapi.13011s0003	Thhalv10006566m.g
OG0017931	Stapi.6867s0002	Thhalv10009289m.g
OG0017932	Stapi.5557s0002	Thhalv10006859m.g
OG0017933	Stapi.0142s0008	Thhalv10000966m.g
OG0017934	Stapi.0078s0019	Thhalv10028276m.g
OG0017935	Stapi.0052s0063, Stapi.0054s0054	Thhalv10003430m.g
OG0017937	Stapi.0072s0017	Thhalv10003272m.g
OG0017939	Stapi.0052s0028	Thhalv10003238m.g
OG0017941	Stapi.0045s0004	Thhalv10003248m.g
OG0017942	Stapi.0194s0025	Thhalv10003220m.g
OG0017944	Stapi.9818s0001	Thhalv10000221m.g
OG0017945	Stapi.1431s0002	Thhalv10024269m.g
OG0017952	Stapi.5975s0001	Thhalv10018916m.g
OG0017958	Stapi.6761s0003	Thhalv10018789m.g
OG0017962	Stapi.12613s0002	Thhalv10019245m.g
OG0017963	Stapi.5821s0003	Thhalv10018230m.g
OG0017968	Stapi.17904s0001, Stapi.18057s0001	Thhalv10019402m.g
OG0017973	Stapi.6052s0005	Thhalv10018009m.g
OG0017984	Stapi.20487s0001, Stapi.3653s0006	Thhalv10019316m.g
OG0017988	Stapi.7618s0002	Thhalv10018138m.g
OG0017990	Stapi.5001s0003	Thhalv10019774m.g
OG0017992	Stapi.5629s0002	Thhalv10018390m.g
OG0017993	Stapi.1103s0007	Thhalv10018754m.g
OG0017997	Stapi.4541s0006	Thhalv10018268m.g
OG0017998	Stapi.4541s0004	Thhalv10019349m.g
OG0017999	Stapi.4541s0003	Thhalv10018600m.g
OG0018002	Stapi.6381s0004	Thhalv10018437m.g
OG0018003	Stapi.6381s0003	Thhalv10018622m.g
OG0018005	Stapi.13219s0002	Thhalv10018515m.g
OG0018006	Stapi.0244s0052	Thhalv10019380m.g
OG0018008	Stapi.3369s0005	Thhalv10019464m.g
OG0018009	Stapi.3709s0002	Thhalv10018549m.g
OG0018012	Stapi.0641s0020	Thhalv10018506m.g
OG0018017	Stapi.3913s0014	Thhalv10019571m.g
OG0018019	Stapi.3156s0008	Thhalv10019704m.g
OG0018020	Stapi.7940s0001	Thhalv10018617m.g
OG0018022	Stapi.3791s0005	Thhalv10019138m.g
OG0018023	Stapi.3791s0006	Thhalv10019311m.g
OG0018025	Stapi.2050s0003	Thhalv10019854m.g
OG0018026	Stapi.1192s0003	Thhalv10018044m.g
OG0018031	Stapi.12117s0003	Thhalv10018334m.g
OG0018032	Stapi.8559s0003	Thhalv10018797m.g
OG0018034	Stapi.7837s0004	Thhalv10019230m.g
OG0018047	Stapi.5130s0001	Thhalv10018507m.g
OG0018049	Stapi.12827s0002, Stapi.21819s0001	Thhalv10019401m.g
OG0018051	Stapi.23106s0001	Thhalv10018735m.g
OG0018053	Stapi.2661s0005	Thhalv10019663m.g
OG0018055	Stapi.2661s0009	Thhalv10018611m.g
OG0018058	Stapi.4083s0002	Thhalv10019227m.g
OG0018060	Stapi.5200s0006	Thhalv10019282m.g
OG0018061	Stapi.7665s0003	Thhalv10019547m.g
OG0018062	Stapi.1786s0016	Thhalv10018639m.g
OG0018063	Stapi.5651s0003	Thhalv10019037m.g
OG0018064	Stapi.5651s0005, Stapi.1786s0006	Thhalv10019197m.g
OG0018065	Stapi.0282s0016	Thhalv10016243m.g
OG0018066	Stapi.2752s0004	Thhalv10025497m.g
OG0018067	Stapi.0921s0006	Thhalv10026053m.g
OG0018069	Stapi.0535s0005	Thhalv10027300m.g
OG0018070	Stapi.13440s0002	Thhalv10018741m.g
OG0018071	Stapi.7900s0004	Thhalv10018150m.g
OG0018072	Stapi.16944s0002, Stapi.24733s0001	Thhalv10019859m.g
OG0018073	Stapi.7502s0002, Stapi.11437s0002	Thhalv10019114m.g
OG0018076	Stapi.17072s0001	Thhalv10018476m.g
OG0018077	Stapi.14859s0001	Thhalv10019218m.g
OG0018078	Stapi.0027s0026	Thhalv10003237m.g
OG0018079	Stapi.0005s0006	Thhalv10003317m.g
OG0018080	Stapi.1633s0010	Thhalv10019722m.g
OG0018081	Stapi.2962s0002, Stapi.1314s0012	Thhalv10019529m.g
OG0018082	Stapi.3020s0003, Stapi.1196s0004	Thhalv10019748m.g
OG0018083	Stapi.0596s0009, Stapi.2416s0002	Thhalv10011903m.g
OG0018084	Stapi.0565s0001, Stapi.3126s0002	Thhalv10012057m.g
OG0018085	Stapi.0267s0015	Thhalv10011601m.g
OG0018088	Stapi.1774s0011	Thhalv10011472m.g
OG0018089	Stapi.4207s0003	Thhalv10011568m.g
OG0018090	Stapi.1798s0010	Thhalv10011862m.g
OG0018091	Stapi.0625s0001	Thhalv10011253m.g
OG0018092	Stapi.1200s0007	Thhalv10011599m.g
OG0018093	Stapi.0950s0003	Thhalv10012117m.g
OG0018095	Stapi.21536s0001	Thhalv10005925m.g
OG0018096	Stapi.9450s0002	Thhalv10005832m.g
OG0018097	Stapi.0594s0008	Thhalv10006463m.g
OG0018098	Stapi.0879s0006	Thhalv10016182m.g
OG0018099	Stapi.2280s0003, Stapi.0479s0023	Thhalv10016537m.g
OG0018100	Stapi.0084s0015	Thhalv10016997m.g
OG0018101	Stapi.3992s0001, Stapi.0084s0058	Thhalv10016822m.g
OG0018102	Stapi.0224s0003	Thhalv10003465m.g
OG0018103	Stapi.0500s0006, Stapi.2634s0002	Thhalv10004066m.g
OG0018104	Stapi.1400s0005	Thhalv10027952m.g
OG0018106	Stapi.0664s0002	Thhalv10027701m.g
OG0018108	Stapi.4284s0004	Thhalv10009988m.g
OG0018109	Stapi.0134s0049	Thhalv10008708m.g
OG0018110	Stapi.3460s0004	Thhalv10009998m.g
OG0018111	Stapi.0391s0009	Thhalv10006954m.g
OG0018112	Stapi.3585s0001	Thhalv10009664m.g, Thhalv10009878m.g
OG0018114	Stapi.1286s0004	Thhalv10007844m.g
OG0018115	Stapi.4358s0002	Thhalv10007838m.g
OG0018116	Stapi.1022s0011	Thhalv10006750m.g
OG0018117	Stapi.2724s0002	Thhalv10007991m.g
OG0018118	Stapi.0161s0025	Thhalv10006832m.g
OG0018119	Stapi.1447s0005	Thhalv10010025m.g
OG0018120	Stapi.5014s0002	Thhalv10008044m.g
OG0018121	Stapi.1688s0001	Thhalv10001815m.g
OG0018122	Stapi.24456s0001	Thhalv10024160m.g
OG0018123	Stapi.0021s0010	Thhalv10024020m.g
OG0018124	Stapi.13523s0001	Thhalv10024056m.g
OG0018125	Stapi.0054s0009	Thhalv10023373m.g
OG0018126	Stapi.1028s0008, Stapi.5287s0002	Thhalv10023907m.g, Thhalv10023918m.g
OG0018127	Stapi.1531s0007	Thhalv10007673m.g
OG0018128	Stapi.6109s0003	Thhalv10007379m.g
OG0018129	Stapi.1045s0015	Thhalv10009236m.g
OG0018130	Stapi.8761s0001	Thhalv10007408m.g
OG0018131	Stapi.0431s0017	Thhalv10007655m.g
OG0018132	Stapi.0298s0012	Thhalv10009406m.g
OG0018133	Stapi.14132s0001	Thhalv10006601m.g
OG0018134	Stapi.11101s0002	Thhalv10008579m.g
OG0018135	Stapi.2518s0008	Thhalv10008063m.g
OG0018136	Stapi.2518s0004	Thhalv10008209m.g
OG0018137	Stapi.7541s0002	Thhalv10007458m.g
OG0018138	Stapi.3570s0008	Thhalv10007517m.g
OG0018139	Stapi.0898s0013	Thhalv10008377m.g
OG0018141	Stapi.1724s0013	Thhalv10010016m.g
OG0018142	Stapi.2117s0001	Thhalv10007713m.g
OG0018143	Stapi.2329s0001	Thhalv10013324m.g
OG0018144	Stapi.0833s0013	Thhalv10018602m.g
OG0018145	Stapi.0833s0012	Thhalv10018938m.g
OG0018146	Stapi.1194s0009	Thhalv10018753m.g
OG0018149	Stapi.2029s0009	Thhalv10018573m.g
OG0018150	Stapi.7300s0001, Stapi.3012s0002	Thhalv10019129m.g
OG0018151	Stapi.4031s0005	Thhalv10018586m.g
OG0018152	Stapi.3723s0004, Stapi.3723s0006	Thhalv10019432m.g
OG0018153	Stapi.2046s0001	Thhalv10018882m.g
OG0018155	Stapi.8547s0004	Thhalv10018752m.g
OG0018156	Stapi.2582s0001	Thhalv10018430m.g
OG0018157	Stapi.2534s0004	Thhalv10018212m.g
OG0018158	Stapi.3847s0002	Thhalv10018985m.g
OG0018159	Stapi.3315s0003, Stapi.0322s0013	Thhalv10003370m.g
OG0018160	Stapi.0194s0017	Thhalv10003283m.g
OG0018161	Stapi.0194s0013, Stapi.1107s0005	Thhalv10003246m.g
OG0018162	Stapi.1315s0016	Thhalv10003223m.g
OG0018163	Stapi.0455s0009	Thhalv10020871m.g
OG0018164	Stapi.6662s0006	Thhalv10003385m.g
OG0018165	Stapi.0455s0004	Thhalv10003212m.g
OG0018166	Stapi.2576s0002	Thhalv10000774m.g
OG0018167	Stapi.6281s0004, Stapi.6237s0003	Thhalv10000983m.g
OG0018168	Stapi.2015s0003	Thhalv10001122m.g
OG0018169	Stapi.1040s0005	Thhalv10026104m.g
OG0018170	Stapi.1040s0007	Thhalv10017397m.g
OG0018171	Stapi.5022s0002	Thhalv10000748m.g
OG0018172	Stapi.0953s0020	Thhalv10000922m.g
OG0018173	Stapi.0226s0020, Stapi.10397s0002	Thhalv10000749m.g
OG0018174	Stapi.10397s0001	Thhalv10001216m.g
OG0018175	Stapi.1085s0008, Stapi.2526s0003	Thhalv10001220m.g
OG0018176	Stapi.0487s0003	Thhalv10000804m.g
OG0018177	Stapi.3469s0004, Stapi.3469s0003	Thhalv10000866m.g
OG0018178	Stapi.3511s0003	Thhalv10000913m.g
OG0018179	Stapi.15557s0001	Thhalv10000996m.g
OG0018181	Stapi.2392s0001	Thhalv10000835m.g
OG0018182	Stapi.2392s0006	Thhalv10001176m.g
OG0018183	Stapi.0549s0022, Stapi.1065s0016	Thhalv10001049m.g
OG0018184	Stapi.0635s0013, Stapi.0549s0003	Thhalv10000886m.g
OG0018185	Stapi.0549s0002	Thhalv10000890m.g
OG0018187	Stapi.3996s0005	Thhalv10000908m.g
OG0018189	Stapi.0772s0007	Thhalv10004486m.g
OG0018190	Stapi.25896s0001, Stapi.0772s0008	Thhalv10003932m.g
OG0018191	Stapi.0894s0006	Thhalv10005233m.g
OG0018193	Stapi.1113s0007, Stapi.7784s0004	Thhalv10003832m.g
OG0018195	Stapi.13486s0001	Thhalv10004196m.g
OG0018196	Stapi.2057s0002	Thhalv10003852m.g
OG0018198	Stapi.8974s0001	Thhalv10004003m.g
OG0018199	Stapi.4229s0003	Thhalv10004149m.g
OG0018200	Stapi.6244s0003	Thhalv10004114m.g
OG0018204	Stapi.4192s0005, Stapi.5444s0002	Thhalv10003859m.g
OG0018205	Stapi.2732s0005	Thhalv10004937m.g
OG0018206	Stapi.0140s0023	Thhalv10004726m.g
OG0018207	Stapi.7617s0002	Thhalv10005541m.g
OG0018208	Stapi.0126s0001	Thhalv10020762m.g
OG0018209	Stapi.1160s0010, Stapi.5486s0002	Thhalv10021992m.g
OG0018210	Stapi.6442s0005	Thhalv10021467m.g
OG0018211	Stapi.2233s0002	Thhalv10022135m.g
OG0018212	Stapi.2233s0001	Thhalv10021342m.g
OG0018213	Stapi.2370s0003	Thhalv10020963m.g
OG0018215	Stapi.1980s0004	Thhalv10019876m.g
OG0018217	Stapi.0446s0035	Thhalv10021514m.g
OG0018218	Stapi.2958s0004	Thhalv10021394m.g
OG0018219	Stapi.8191s0001	Thhalv10001648m.g
OG0018220	Stapi.3317s0005	Thhalv10001370m.g
OG0018221	Stapi.8552s0002	Thhalv10017572m.g
OG0018222	Stapi.14175s0001, Stapi.22259s0001	Thhalv10017903m.g
OG0018223	Stapi.26896s0001	Thhalv10017307m.g
OG0018224	Stapi.9198s0004	Thhalv10017217m.g
OG0018225	Stapi.5088s0002	Thhalv10016262m.g
OG0018227	Stapi.4791s0004	Thhalv10010338m.g
OG0018228	Stapi.0915s0009	Thhalv10010648m.g
OG0018229	Stapi.1017s0008	Thhalv10010107m.g
OG0018230	Stapi.4336s0004	Thhalv10011124m.g
OG0018231	Stapi.2157s0010	Thhalv10010687m.g
OG0018232	Stapi.1282s0006	Thhalv10010419m.g
OG0018233	Stapi.8192s0002, Stapi.0307s0012	Thhalv10010630m.g
OG0018234	Stapi.2841s0007	Thhalv10010117m.g
OG0018236	Stapi.4521s0002	Thhalv10010613m.g
OG0018238	Stapi.4270s0008	Thhalv10010355m.g
OG0018239	Stapi.1166s0006	Thhalv10011017m.g
OG0018240	Stapi.3682s0007	Thhalv10010308m.g
OG0018242	Stapi.3422s0003	Thhalv10010348m.g
OG0018243	Stapi.2787s0006	Thhalv10010245m.g
OG0018244	Stapi.0218s0044	Thhalv10010764m.g
OG0018245	Stapi.0218s0038	Thhalv10010861m.g
OG0018246	Stapi.0218s0034	Thhalv10010836m.g
OG0018248	Stapi.0758s0014	Thhalv10010919m.g
OG0018250	Stapi.0855s0010, Stapi.5518s0002	Thhalv10011040m.g
OG0018251	Stapi.0855s0012	Thhalv10011097m.g
OG0018252	Stapi.0855s0017	Thhalv10010201m.g
OG0018253	Stapi.11974s0002	Thhalv10010318m.g
OG0018255	Stapi.5010s0002	Thhalv10010161m.g
OG0018257	Stapi.4287s0001	Thhalv10010925m.g
OG0018258	Stapi.3017s0005, Stapi.1198s0010	Thhalv10010750m.g
OG0018259	Stapi.0292s0012	Thhalv10010422m.g
OG0018262	Stapi.0619s0001	Thhalv10010174m.g
OG0018264	Stapi.3271s0002	Thhalv10011019m.g
OG0018265	Stapi.10583s0002	Thhalv10010874m.g
OG0018266	Stapi.0647s0003	Thhalv10010120m.g
OG0018267	Stapi.4784s0002	Thhalv10010346m.g
OG0018268	Stapi.0606s0017	Thhalv10008084m.g
OG0018269	Stapi.2811s0004	Thhalv10009052m.g
OG0018270	Stapi.1628s0005	Thhalv10020077m.g
OG0018271	Stapi.1628s0007	Thhalv10020882m.g
OG0018272	Stapi.1628s0014	Thhalv10020080m.g
OG0018273	Stapi.6563s0003	Thhalv10020689m.g
OG0018274	Stapi.1586s0004	Thhalv10021409m.g
OG0018275	Stapi.6755s0002	Thhalv10020902m.g
OG0018279	Stapi.3717s0004	Thhalv10018973m.g
OG0018280	Stapi.3737s0007	Thhalv10020668m.g
OG0018281	Stapi.3628s0008	Thhalv10020451m.g
OG0018282	Stapi.5925s0007, Stapi.1631s0004	Thhalv10022049m.g
OG0018283	Stapi.9955s0001	Thhalv10021602m.g
OG0018284	Stapi.9254s0002	Thhalv10002159m.g
OG0018286	Stapi.14131s0002	Thhalv10002142m.g
OG0018287	Stapi.12949s0002	Thhalv10001957m.g
OG0018291	Stapi.6556s0001	Thhalv10003892m.g
OG0018292	Stapi.1088s0004	Thhalv10005573m.g
OG0018293	Stapi.5268s0001	Thhalv10002038m.g
OG0018294	Stapi.0010s0048	Thhalv10001947m.g
OG0018295	Stapi.1148s0005	Thhalv10001955m.g
OG0018298	Stapi.5200s0003	Thhalv10018210m.g
OG0018299	Stapi.7665s0002	Thhalv10018951m.g
OG0018300	Stapi.1065s0003	Thhalv10000951m.g
OG0018301	Stapi.0635s0009	Thhalv10000974m.g
OG0018303	Stapi.0772s0015	Thhalv10005480m.g
OG0018304	Stapi.0167s0021	Thhalv10026420m.g
OG0018305	Stapi.6551s0002	Thhalv10003905m.g
OG0018308	Stapi.2120s0003	Thhalv10024634m.g
OG0018309	Stapi.6330s0001	Thhalv10024228m.g
OG0018310	Stapi.0661s0017	Thhalv10024792m.g
OG0018311	Stapi.0661s0016	Thhalv10027491m.g
OG0018312	Stapi.0661s0011	Thhalv10026485m.g
OG0018314	Stapi.0737s0009, Stapi.2299s0015	Thhalv10022851m.g
OG0018319	Stapi.16124s0001	Thhalv10022766m.g
OG0018321	Stapi.7229s0001	Thhalv10022885m.g
OG0018322	Stapi.3184s0004	Thhalv10022544m.g
OG0018324	Stapi.7559s0001	Thhalv10022671m.g
OG0018326	Stapi.18140s0001	Thhalv10022783m.g
OG0018328	Stapi.6893s0001, Stapi.9239s0001	Thhalv10023189m.g, Thhalv10023144m.g
OG0018333	Stapi.17296s0001	Thhalv10023080m.g
OG0018335	Stapi.1292s0004	Thhalv10023167m.g
OG0018337	Stapi.5049s0009	Thhalv10029264m.g, Thhalv10012281m.g, Thhalv10012002m.g
OG0018338	Stapi.2805s0004, Stapi.2805s0005	Thhalv10008205m.g
OG0018341	Stapi.27854s0002, Stapi.6486s0002	Thhalv10009203m.g
OG0018342	Stapi.22073s0001	Thhalv10000054m.g
OG0018343	Stapi.12755s0002, Stapi.18153s0002	Thhalv10025687m.g
OG0018346	Stapi.1331s0004	Thhalv10027081m.g
OG0018348	Stapi.0991s0007	Thhalv10024697m.g
OG0018349	Stapi.4266s0003	Thhalv10026039m.g
OG0018350	Stapi.2776s0003, Stapi.7613s0005	Thhalv10024434m.g
OG0018352	Stapi.5011s0002	Thhalv10026077m.g
OG0018353	Stapi.0172s0027	Thhalv10025572m.g
OG0018354	Stapi.12773s0001	Thhalv10025704m.g
OG0018356	Stapi.0803s0007	Thhalv10026176m.g
OG0018360	Stapi.10600s0002	Thhalv10024893m.g
OG0018363	Stapi.17604s0001	Thhalv10024769m.g
OG0018365	Stapi.6242s0005, Stapi.6475s0008	Thhalv10027131m.g
OG0018366	Stapi.3620s0004, Stapi.6242s0003	Thhalv10026105m.g
OG0018367	Stapi.0952s0006, Stapi.0253s0018	Thhalv10024961m.g
OG0018368	Stapi.5304s0006	Thhalv10024987m.g
OG0018369	Stapi.1357s0014	Thhalv10024941m.g
OG0018370	Stapi.2231s0004	Thhalv10026761m.g
OG0018372	Stapi.1910s0001	Thhalv10025576m.g
OG0018373	Stapi.9236s0001	Thhalv10026100m.g
OG0018374	Stapi.0831s0010	Thhalv10027327m.g, Thhalv10026975m.g, Thhalv10026979m.g
OG0018375	Stapi.0661s0004	Thhalv10025403m.g
OG0018376	Stapi.0661s0006	Thhalv10025376m.g
OG0018377	Stapi.1011s0011	Thhalv10026794m.g, Thhalv10027358m.g
OG0018378	Stapi.1109s0007	Thhalv10027304m.g
OG0018379	Stapi.1109s0003	Thhalv10026660m.g
OG0018380	Stapi.4022s0003	Thhalv10023155m.g, Thhalv10000510m.g, Thhalv10028059m.g
OG0018383	Stapi.0155s0032	Thhalv10024947m.g
OG0018384	Stapi.0155s0024	Thhalv10027159m.g
OG0018386	Stapi.0708s0007	Thhalv10024195m.g
OG0018387	Stapi.0637s0014	Thhalv10025847m.g
OG0018388	Stapi.0185s0015	Thhalv10023143m.g
OG0018389	Stapi.0217s0010	Thhalv10022582m.g
OG0018390	Stapi.5079s0003	Thhalv10006208m.g
OG0018391	Stapi.4688s0004	Thhalv10005827m.g
OG0018393	Stapi.1779s0009	Thhalv10006496m.g
OG0018395	Stapi.5894s0003	Thhalv10005743m.g
OG0018396	Stapi.3776s0004	Thhalv10006240m.g
OG0018397	Stapi.5154s0001	Thhalv10006005m.g
OG0018401	Stapi.3116s0007	Thhalv10010736m.g
OG0018405	Stapi.0008s0054	Thhalv10010195m.g
OG0018406	Stapi.0008s0055	Thhalv10010534m.g
OG0018407	Stapi.1686s0002	Thhalv10010608m.g
OG0018408	Stapi.2298s0015	Thhalv10010835m.g
OG0018409	Stapi.2176s0010	Thhalv10010341m.g
OG0018410	Stapi.0728s0007	Thhalv10010528m.g
OG0018413	Stapi.0082s0004	Thhalv10022778m.g
OG0018414	Stapi.19060s0001, Stapi.3538s0004	Thhalv10022764m.g
OG0018417	Stapi.3439s0008	Thhalv10002196m.g
OG0018418	Stapi.19876s0001, Stapi.3439s0007	Thhalv10002062m.g
OG0018419	Stapi.3439s0003	Thhalv10002128m.g
OG0018420	Stapi.31566s0001	Thhalv10000154m.g
OG0018421	Stapi.3931s0001	Thhalv10000582m.g
OG0018424	Stapi.3416s0002	Thhalv10002509m.g
OG0018425	Stapi.0714s0003	Thhalv10002676m.g
OG0018426	Stapi.0004s0055	Thhalv10010542m.g
OG0018427	Stapi.0296s0025	Thhalv10002925m.g
OG0018430	Stapi.7552s0001	Thhalv10011677m.g
OG0018431	Stapi.5062s0001	Thhalv10011683m.g
OG0018432	Stapi.2416s0003	Thhalv10011495m.g
OG0018433	Stapi.7362s0002	Thhalv10026162m.g
OG0018434	Stapi.1753s0004	Thhalv10024828m.g
OG0018435	Stapi.6413s0004	Thhalv10024835m.g
OG0018438	Stapi.4818s0002	Thhalv10025084m.g, Thhalv10027495m.g
OG0018439	Stapi.0694s0004, Stapi.5664s0004	Thhalv10026640m.g
