Orthogroup	S_diversifolius	S_pinnata
OG0010779	Sdiv_ptg000012l_1414-R	Stapi.0549s0017
OG0010779	Sdiv_ptg000007l_0845-R	Stapi.1065s0022
OG0010780	Sdiv_ptg000005l_0082-R	Stapi.0372s0004
OG0010781	Sdiv_ptg000004l_0356-R	Stapi.0002s0012
OG0010783	Sdiv_ptg000005l_0387-R	Stapi.1035s0008
OG0010784	Sdiv_ptg000005l_0386-R	Stapi.0887s0019, Stapi.1035s0007
OG0010785	Sdiv_ptg000004l_0685-R	Stapi.0887s0020
OG0010786	Sdiv_ptg000005l_0379-R	Stapi.1419s0001
OG0010787	Sdiv_ptg000005l_0376-R	Stapi.1011s0009
OG0010788	Sdiv_ptg000005l_0364-R	Stapi.0661s0020, Stapi.3839s0005
OG0010789	Sdiv_ptg000005l_0346-R	Stapi.0736s0002, Stapi.4724s0002
OG0010791	Sdiv_ptg000013l_0084-R, Sdiv_ptg000011l_0085-R, Sdiv_ptg000001l_0096-R	Stapi.4742s0005
OG0010792	Sdiv_ptg000001l_0101-R, Sdiv_ptg000013l_0092-R	Stapi.0737s0008
OG0010793	Sdiv_ptg000013l_0093-R, Sdiv_ptg000011l_0094-R	Stapi.0737s0005
OG0010797	Sdiv_ptg000011l_0146-R, Sdiv_ptg000013l_0137-R	Stapi.0868s0001
OG0010802	Sdiv_ptg000001l_0173-R	Stapi.3629s0003
OG0010804	Sdiv_ptg000001l_0163-R	Stapi.4660s0003, Stapi.2012s0005
OG0010807	Sdiv_ptg000011l_0182-R, Sdiv_ptg000013l_0172-R	Stapi.7967s0002
OG0010809	Sdiv_ptg000013l_0179-R, Sdiv_ptg000001l_0191-R	Stapi.10975s0001
OG0010811	Sdiv_ptg000001l_0195-R	Stapi.3610s0005, Stapi.2675s0004
OG0010812	Sdiv_ptg000011l_0192-R	Stapi.5115s0002, Stapi.8896s0001
OG0010813	Sdiv_ptg000013l_0184-R, Sdiv_ptg000001l_0198-R	Stapi.13724s0001
OG0010814	Sdiv_ptg000011l_0193-R	Stapi.5115s0001
OG0010815	Sdiv_ptg000011l_0195-R, Sdiv_ptg000013l_0186-R	Stapi.9345s0004
OG0010819	Sdiv_ptg000011l_0204-R	Stapi.1581s0002, Stapi.5711s0002
OG0010821	Sdiv_ptg000005l_1822-R	Stapi.5917s0002
OG0010822	Sdiv_ptg000005l_1753-R	Stapi.7962s0003, Stapi.2219s0002
OG0010823	Sdiv_ptg000005l_1716-R	Stapi.0550s0002, Stapi.2879s0008, Stapi.28413s0001
OG0010824	Sdiv_ptg000005l_1503-R	Stapi.11923s0003, Stapi.23181s0001
OG0010827	Sdiv_ptg000005l_1278-R	Stapi.0719s0002
OG0010828	Sdiv_ptg000004l_0725-R	Stapi.18151s0001, Stapi.7362s0003
OG0010829	Sdiv_ptg000005l_0424-R	Stapi.2253s0002
OG0010830	Sdiv_ptg000005l_0425-R	Stapi.2839s0005
OG0010831	Sdiv_ptg000004l_0733-R	Stapi.2839s0004, Stapi.1753s0005
OG0010832	Sdiv_ptg000005l_0430-R	Stapi.2839s0001
OG0010833	Sdiv_ptg000004l_0735-R	Stapi.0754s0002, Stapi.1753s0001
OG0010834	Sdiv_ptg000005l_0433-R	Stapi.0754s0006, Stapi.2496s0012
OG0010835	Sdiv_ptg000005l_0434-R	Stapi.0754s0007
OG0010836	Sdiv_ptg000004l_1318-R	Stapi.2108s0001, Stapi.9832s0002, Stapi.5713s0005
OG0010837	Sdiv_ptg000004l_0742-R	Stapi.7575s0001, Stapi.5713s0004, Stapi.2496s0006
OG0010838	Sdiv_ptg000005l_0444-R	Stapi.2506s0003
OG0010839	Sdiv_ptg000004l_0750-R, Sdiv_ptg000005l_0445-R	Stapi.2506s0001
OG0010840	Sdiv_ptg000005l_0448-R, Sdiv_ptg000004l_0753-R	Stapi.1109s0004
OG0010841	Sdiv_ptg000004l_0755-R	Stapi.1109s0002
OG0010842	Sdiv_ptg000001l_0427-R	Stapi.0217s0012, Stapi.0240s0014
OG0010845	Sdiv_ptg000002l_0127-R, Sdiv_ptg000015l_1968-R	Stapi.2834s0001
OG0010846	Sdiv_ptg000002l_0128-R	Stapi.15716s0001
OG0010847	Sdiv_ptg000002l_0129-R	Stapi.15716s0002
OG0010848	Sdiv_ptg000015l_1965-R	Stapi.20914s0001
OG0010849	Sdiv_ptg000002l_0134-R	Stapi.3990s0001
OG0010850	Sdiv_ptg000015l_1956-R	Stapi.3266s0002
OG0010851	Sdiv_ptg000002l_0146-R	Stapi.11085s0002
OG0010852	Sdiv_ptg000002l_0147-R, Sdiv_ptg000015l_1953-R	Stapi.1575s0004
OG0010853	Sdiv_ptg000002l_0148-R	Stapi.3310s0002
OG0010854	Sdiv_ptg000002l_0152-R	Stapi.5154s0003
OG0010855	Sdiv_ptg000002l_0154-R, Sdiv_ptg000015l_1942-R	Stapi.3776s0009
OG0010856	Sdiv_ptg000002l_0156-R, Sdiv_ptg000015l_1941-R	Stapi.3115s0004
OG0010857	Sdiv_ptg000002l_0159-R	Stapi.13604s0002
OG0010858	Sdiv_ptg000015l_1936-R	Stapi.1995s0004
OG0010859	Sdiv_ptg000002l_0164-R	Stapi.5704s0004
OG0010860	Sdiv_ptg000015l_1933-R, Sdiv_ptg000002l_0165-R	Stapi.5704s0003
OG0010861	Sdiv_ptg000002l_0166-R	Stapi.11159s0001
OG0010862	Sdiv_ptg000015l_1927-R	Stapi.4672s0002
OG0010863	Sdiv_ptg000002l_0175-R, Sdiv_ptg000015l_1926-R	Stapi.10393s0003
OG0010864	Sdiv_ptg000002l_0177-R, Sdiv_ptg000015l_1922-R	Stapi.5501s0003
OG0010865	Sdiv_ptg000015l_1921-R, Sdiv_ptg000002l_0178-R	Stapi.5501s0002
OG0010866	Sdiv_ptg000002l_0180-R	Stapi.5282s0002
OG0010867	Sdiv_ptg000002l_0185-R	Stapi.6501s0001
OG0010868	Sdiv_ptg000002l_0187-R, Sdiv_ptg000015l_1908-R	Stapi.7580s0001
OG0010870	Sdiv_ptg000002l_0196-R, Sdiv_ptg000015l_1899-R	Stapi.31612s0001
OG0010871	Sdiv_ptg000015l_1890-R	Stapi.3660s0006
OG0010872	Sdiv_ptg000015l_1881-R, Sdiv_ptg000002l_0212-R	Stapi.2602s0002
OG0010873	Sdiv_ptg000015l_1811-R	Stapi.2031s0008
OG0010874	Sdiv_ptg000002l_0311-R	Stapi.2298s0005, Stapi.1686s0006
OG0010876	Sdiv_ptg000015l_1634-R	Stapi.4319s0006
OG0010876	Sdiv_ptg000002l_0482-R	Stapi.18351s0001, Stapi.1068s0003
OG0010877	Sdiv_ptg000013l_0157-R, Sdiv_ptg000011l_0159-R, Sdiv_ptg000013l_0148-R	Stapi.3629s0005
OG0010878	Sdiv_ptg000011l_0153-R, Sdiv_ptg000013l_0143-R	Stapi.0082s0001, Stapi.19282s0001
OG0010879	Sdiv_ptg000011l_0102-R, Sdiv_ptg000013l_0100-R	Stapi.6870s0003, Stapi.7222s0002
OG0010880	Sdiv_ptg000013l_0086-R, Sdiv_ptg000011l_0087-R	Stapi.0737s0014, Stapi.2299s0003
OG0010881	Sdiv_ptg000013l_0008-R, Sdiv_ptg000011l_0002-R, Sdiv_ptg000001l_0013-R	Stapi.3439s0010
OG0010882	Sdiv_ptg000011l_0001-R, Sdiv_ptg000013l_0007-R, Sdiv_ptg000001l_0012-R	Stapi.3439s0009
OG0010883	Sdiv_ptg000015l_1307-R	Stapi.0573s0012, Stapi.0142s0026
OG0010884	Sdiv_ptg000015l_1314-R	Stapi.3160s0007, Stapi.1921s0004
OG0010887	Sdiv_ptg000004l_0734-R	Stapi.0754s0001, Stapi.2839s0002, Stapi.1753s0003
OG0010888	Sdiv_ptg000005l_0437-R, Sdiv_ptg000004l_0744-R	Stapi.6413s0002, Stapi.2496s0004
OG0010889	Sdiv_ptg000027l_0095-R	Stapi.1125s0005
OG0010890	Sdiv_ptg000004l_0228-R	Stapi.1323s0002, Stapi.0578s0004
OG0010891	Sdiv_ptg000027l_0086-R	Stapi.0521s0011, Stapi.2665s0011
OG0010892	Sdiv_ptg000027l_0080-R	Stapi.5394s0001, Stapi.7311s0002, Stapi.15459s0001
OG0010893	Sdiv_ptg000008l_0548-R, Sdiv_ptg000022l_0583-R	Stapi.0044s0010, Stapi.0016s0036
OG0010894	Sdiv_ptg000004l_0233-R	Stapi.2665s0010, Stapi.0521s0010
OG0010895	Sdiv_ptg000004l_0278-R	Stapi.0207s0007, Stapi.2101s0006
OG0010898	Sdiv_ptg000015l_0030-R	Stapi.5200s0001
OG0010913	Sdiv_ptg000007l_0439-R, Sdiv_ptg000012l_2018-R, Sdiv_ptg000022l_0393-R, Sdiv_ptg000004l_0346-R, Sdiv_ptg000015l_1177-R	Stapi.0198s0011, Stapi.3039s0008
OG0010914	Sdiv_ptg000004l_0868-R	Stapi.18461s0001, Stapi.4145s0012, Stapi.0705s0003, Stapi.1700s0006, Stapi.1764s0002, Stapi.11991s0001
OG0010915	Sdiv_ptg000005l_0250-R, Sdiv_ptg000014l_1886-R, Sdiv_ptg000013l_0478-R, Sdiv_ptg000008l_0273-R, Sdiv_ptg000010l_1442-R, Sdiv_ptg000007l_0546-R	Stapi.1739s0009
OG0010917	Sdiv_ptg000015l_1286-R	Stapi.5956s0001, Stapi.18731s0001, Stapi.0590s0024, Stapi.2164s0001, Stapi.4859s0001, Stapi.4930s0002
OG0010918	Sdiv_ptg000471l_0001-R, Sdiv_ptg000332l_0002-R, Sdiv_ptg000158l_0001-R, Sdiv_ptg000079l_0001-R, Sdiv_ptg000768l_0001-R, Sdiv_ptg000893l_0001-R	Stapi.10681s0003
OG0010953	Sdiv_ptg000007l_0821-R	Stapi.2826s0005
OG0010954	Sdiv_ptg000007l_0818-R	Stapi.7125s0001
OG0010955	Sdiv_ptg000012l_1450-R	Stapi.2972s0007
OG0010958	Sdiv_ptg000012l_1460-R	Stapi.3301s0004
OG0010959	Sdiv_ptg000012l_1463-R	Stapi.15557s0002
OG0010960	Sdiv_ptg000007l_0794-R	Stapi.3801s0004
OG0010962	Sdiv_ptg000012l_1467-R	Stapi.0243s0015
OG0010964	Sdiv_ptg000012l_1472-R	Stapi.4428s0001
OG0010965	Sdiv_ptg000012l_1479-R	Stapi.5633s0001
OG0010966	Sdiv_ptg000012l_1481-R	Stapi.3469s0005
OG0010967	Sdiv_ptg000007l_0775-R	Stapi.1937s0001
OG0010968	Sdiv_ptg000012l_1494-R	Stapi.0242s0012
OG0010969	Sdiv_ptg000007l_0771-R	Stapi.0242s0011, Stapi.8471s0001
OG0010970	Sdiv_ptg000007l_0754-R	Stapi.4872s0001
OG0010971	Sdiv_ptg000012l_1514-R	Stapi.18320s0002
OG0010972	Sdiv_ptg000012l_1516-R	Stapi.2144s0002
OG0010973	Sdiv_ptg000007l_0747-R	Stapi.2144s0009
OG0010974	Sdiv_ptg000007l_0743-R, Sdiv_ptg000012l_1525-R	Stapi.0101s0003
OG0010975	Sdiv_ptg000012l_1526-R	Stapi.0487s0006
OG0010976	Sdiv_ptg000012l_1527-R	Stapi.0487s0005
OG0010978	Sdiv_ptg000012l_1539-R	Stapi.0738s0004
OG0010980	Sdiv_ptg000012l_1555-R	Stapi.1289s0004
OG0010981	Sdiv_ptg000012l_1569-R	Stapi.2114s0004
OG0010983	Sdiv_ptg000007l_0693-R	Stapi.0756s0004
OG0010984	Sdiv_ptg000007l_0684-R	Stapi.4693s0001, Stapi.4683s0001
OG0010985	Sdiv_ptg000007l_0683-R	Stapi.1557s0001
OG0010986	Sdiv_ptg000007l_0672-R	Stapi.3261s0005
OG0010988	Sdiv_ptg000012l_1611-R	Stapi.3261s0003
OG0010989	Sdiv_ptg000012l_1613-R	Stapi.3230s0003, Stapi.3261s0001
OG0010990	Sdiv_ptg000007l_0668-R	Stapi.1509s0007
OG0010991	Sdiv_ptg000012l_1617-R	Stapi.3714s0004
OG0010992	Sdiv_ptg000012l_1622-R	Stapi.6237s0004
OG0010995	Sdiv_ptg000007l_0649-R	Stapi.2576s0005
OG0010996	Sdiv_ptg000012l_1639-R	Stapi.1726s0002
OG0010997	Sdiv_ptg000004l_0454-R	Stapi.0196s0015
OG0011000	Sdiv_ptg000004l_0436-R	Stapi.0154s0012
OG0011001	Sdiv_ptg000005l_0169-R	Stapi.0025s0014
OG0011002	Sdiv_ptg000008l_0344-R	Stapi.3331s0001
OG0011003	Sdiv_ptg000022l_0335-R	Stapi.2145s0004
OG0011004	Sdiv_ptg000022l_0334-R	Stapi.6294s0002
OG0011005	Sdiv_ptg000008l_0336-R	Stapi.3385s0001, Stapi.1703s0001
OG0011006	Sdiv_ptg000008l_0321-R	Stapi.0808s0009, Stapi.2361s0001
OG0011007	Sdiv_ptg000022l_0319-R	Stapi.0808s0003
OG0011008	Sdiv_ptg000022l_0305-R	Stapi.4104s0004
OG0011009	Sdiv_ptg000022l_0307-R	Stapi.4522s0001
OG0011010	Sdiv_ptg000008l_0305-R, Sdiv_ptg000022l_0309-R	Stapi.2774s0001
OG0011011	Sdiv_ptg000022l_0311-R	Stapi.0203s0001
OG0011012	Sdiv_ptg000008l_0291-R	Stapi.8042s0001
OG0011013	Sdiv_ptg000022l_0290-R	Stapi.2150s0003
OG0011014	Sdiv_ptg000008l_0286-R	Stapi.2125s0001
OG0011015	Sdiv_ptg000008l_0277-R	Stapi.11152s0002
OG0011016	Sdiv_ptg000008l_0265-R	Stapi.5836s0004
OG0011019	Sdiv_ptg000022l_0224-R	Stapi.1158s0004
OG0011021	Sdiv_ptg000008l_0219-R	Stapi.1756s0003
OG0011024	Sdiv_ptg000008l_0197-R	Stapi.2362s0001
OG0011025	Sdiv_ptg000022l_0191-R	Stapi.0632s0003
OG0011027	Sdiv_ptg000008l_0191-R	Stapi.5129s0001
OG0011034	Sdiv_ptg000022l_0144-R	Stapi.5346s0002
OG0011036	Sdiv_ptg000008l_0572-R	Stapi.0082s0005
OG0011037	Sdiv_ptg000022l_0631-R	Stapi.0139s0023
OG0011038	Sdiv_ptg000008l_0590-R	Stapi.0129s0012
OG0011040	Sdiv_ptg000008l_0584-R	Stapi.0478s0002
OG0011041	Sdiv_ptg000008l_0583-R	Stapi.0445s0011
OG0011042	Sdiv_ptg000008l_0573-R	Stapi.0110s0017
OG0011043	Sdiv_ptg000008l_0571-R	Stapi.0044s0063
OG0011044	Sdiv_ptg000008l_0555-R	Stapi.0016s0059
OG0011045	Sdiv_ptg000022l_0588-R	Stapi.0016s0051
OG0011046	Sdiv_ptg000022l_0582-R	Stapi.0044s0007
OG0011047	Sdiv_ptg000022l_0576-R	Stapi.0016s0014
OG0011048	Sdiv_ptg000008l_0539-R	Stapi.0016s0012
OG0011050	Sdiv_ptg000022l_0564-R	Stapi.0177s0002
OG0011051	Sdiv_ptg000008l_0527-R	Stapi.0043s0005
OG0011052	Sdiv_ptg000022l_0561-R	Stapi.0351s0003
OG0011053	Sdiv_ptg000008l_0522-R	Stapi.0175s0018
OG0011054	Sdiv_ptg000008l_0519-R	Stapi.0175s0010
OG0011056	Sdiv_ptg000022l_0552-R	Stapi.0162s0012
OG0011057	Sdiv_ptg000001l_0496-R	Stapi.0827s0010
OG0011058	Sdiv_ptg000001l_0495-R	Stapi.1361s0004
OG0011059	Sdiv_ptg000013l_0455-R	Stapi.3835s0003
OG0011060	Sdiv_ptg000001l_0486-R	Stapi.3835s0002, Stapi.1121s0002
OG0011062	Sdiv_ptg000001l_0485-R	Stapi.1050s0001
OG0011063	Sdiv_ptg000001l_0483-R	Stapi.14028s0001
OG0011064	Sdiv_ptg000001l_0482-R	Stapi.0914s0003
OG0011066	Sdiv_ptg000013l_0469-R	Stapi.0220s0011
OG0011070	Sdiv_ptg000008l_1397-R	Stapi.8380s0003
OG0011071	Sdiv_ptg000008l_1396-R	Stapi.3873s0003
OG0011072	Sdiv_ptg000022l_1505-R	Stapi.3873s0002
OG0011075	Sdiv_ptg000022l_1491-R	Stapi.0793s0003
OG0011076	Sdiv_ptg000008l_1378-R, Sdiv_ptg000022l_1488-R	Stapi.7161s0001
OG0011077	Sdiv_ptg000008l_1377-R	Stapi.11006s0001
OG0011079	Sdiv_ptg000022l_1481-R	Stapi.6530s0001
OG0011081	Sdiv_ptg000022l_1474-R	Stapi.4451s0003
OG0011082	Sdiv_ptg000008l_1367-R	Stapi.4451s0004
OG0011083	Sdiv_ptg000022l_1471-R	Stapi.9352s0001
OG0011084	Sdiv_ptg000022l_1458-R	Stapi.8987s0001
OG0011086	Sdiv_ptg000022l_1448-R	Stapi.2223s0004
OG0011087	Sdiv_ptg000022l_1446-R	Stapi.2223s0006
OG0011088	Sdiv_ptg000022l_1445-R	Stapi.2223s0007
OG0011089	Sdiv_ptg000022l_1440-R	Stapi.2276s0006
OG0011090	Sdiv_ptg000022l_1438-R	Stapi.1004s0019
OG0011091	Sdiv_ptg000008l_1333-R	Stapi.2276s0001
OG0011092	Sdiv_ptg000008l_1332-R	Stapi.9498s0001
OG0011093	Sdiv_ptg000022l_1420-R	Stapi.1540s0008
OG0011095	Sdiv_ptg000022l_1411-R	Stapi.6744s0002
OG0011096	Sdiv_ptg000022l_1410-R	Stapi.6744s0004
OG0011098	Sdiv_ptg000008l_1294-R	Stapi.2311s0005
OG0011100	Sdiv_ptg000022l_1394-R	Stapi.5851s0001
OG0011101	Sdiv_ptg000022l_1390-R	Stapi.3373s0005
OG0011103	Sdiv_ptg000022l_1379-R	Stapi.8737s0002
OG0011104	Sdiv_ptg000022l_1378-R	Stapi.8737s0001
OG0011105	Sdiv_ptg000022l_1377-R	Stapi.2104s0014
OG0011106	Sdiv_ptg000008l_1274-R	Stapi.2104s0010
OG0011107	Sdiv_ptg000022l_1375-R	Stapi.2104s0009
OG0011108	Sdiv_ptg000022l_1372-R	Stapi.2104s0007
OG0011109	Sdiv_ptg000008l_1269-R	Stapi.2104s0005
OG0011110	Sdiv_ptg000022l_1362-R	Stapi.6545s0002
OG0011112	Sdiv_ptg000008l_1251-R, Sdiv_ptg000022l_1348-R	Stapi.0018s0052
OG0011113	Sdiv_ptg000022l_1346-R	Stapi.8401s0002
OG0011114	Sdiv_ptg000022l_1337-R	Stapi.9473s0001
OG0011116	Sdiv_ptg000008l_1227-R	Stapi.0974s0001
OG0011117	Sdiv_ptg000008l_1225-R	Stapi.5197s0003
OG0011119	Sdiv_ptg000022l_1314-R	Stapi.1791s0005
OG0011120	Sdiv_ptg000008l_1217-R	Stapi.3983s0003
OG0011121	Sdiv_ptg000008l_1215-R	Stapi.3983s0002
OG0011122	Sdiv_ptg000022l_1304-R	Stapi.3037s0001, Stapi.1899s0008
OG0011124	Sdiv_ptg000022l_1302-R	Stapi.7099s0003
OG0011126	Sdiv_ptg000008l_1209-R	Stapi.7878s0002
OG0011127	Sdiv_ptg000022l_1289-R	Stapi.1862s0007
OG0011129	Sdiv_ptg000022l_1274-R	Stapi.1149s0005
OG0011130	Sdiv_ptg000022l_1268-R	Stapi.5106s0006
OG0011131	Sdiv_ptg000022l_1267-R	Stapi.5106s0005
OG0011136	Sdiv_ptg000008l_1161-R	Stapi.2166s0003
OG0011137	Sdiv_ptg000022l_1237-R	Stapi.6691s0001
OG0011138	Sdiv_ptg000022l_1232-R	Stapi.1708s0004
OG0011139	Sdiv_ptg000022l_1224-R, Sdiv_ptg000008l_1142-R	Stapi.5723s0002
OG0011140	Sdiv_ptg000008l_1140-R	Stapi.1255s0002
OG0011141	Sdiv_ptg000022l_1221-R	Stapi.1255s0003
OG0011143	Sdiv_ptg000022l_1171-R	Stapi.2022s0007
OG0011146	Sdiv_ptg000022l_1182-R	Stapi.1917s0001, Stapi.7132s0002
OG0011147	Sdiv_ptg000008l_1085-R	Stapi.11698s0003
OG0011148	Sdiv_ptg000022l_1199-R	Stapi.2652s0003
OG0011149	Sdiv_ptg000022l_1201-R	Stapi.1269s0007, Stapi.1607s0002
OG0011150	Sdiv_ptg000022l_1202-R	Stapi.4074s0002
OG0011156	Sdiv_ptg000022l_1145-R	Stapi.1576s0007
OG0011157	Sdiv_ptg000022l_1132-R	Stapi.7920s0001
OG0011158	Sdiv_ptg000008l_1051-R	Stapi.9107s0001, Stapi.3249s0003
OG0011159	Sdiv_ptg000022l_1125-R	Stapi.2094s0002, Stapi.0376s0002
OG0011160	Sdiv_ptg000008l_1048-R	Stapi.2094s0003, Stapi.0376s0003
OG0011161	Sdiv_ptg000008l_1040-R	Stapi.8186s0002
OG0011162	Sdiv_ptg000022l_1110-R	Stapi.6674s0003, Stapi.3326s0003
OG0011163	Sdiv_ptg000022l_1108-R	Stapi.3326s0008
OG0011164	Sdiv_ptg000008l_1034-R	Stapi.7200s0001
OG0011166	Sdiv_ptg000008l_1030-R	Stapi.7200s0005
OG0011167	Sdiv_ptg000022l_1101-R	Stapi.3852s0007
OG0011168	Sdiv_ptg000022l_1100-R	Stapi.6353s0001
OG0011169	Sdiv_ptg000022l_1096-R	Stapi.3173s0008
OG0011170	Sdiv_ptg000022l_1094-R	Stapi.3173s0006
OG0011171	Sdiv_ptg000008l_1013-R	Stapi.3173s0002
OG0011172	Sdiv_ptg000008l_1003-R	Stapi.1419s0006
OG0011173	Sdiv_ptg000022l_1076-R	Stapi.1898s0009
OG0011174	Sdiv_ptg000008l_0994-R	Stapi.6762s0001
OG0011175	Sdiv_ptg000022l_1063-R	Stapi.2162s0001
OG0011176	Sdiv_ptg000008l_0989-R	Stapi.2162s0006
OG0011177	Sdiv_ptg000008l_0985-R	Stapi.1058s0002, Stapi.4563s0003
OG0011178	Sdiv_ptg000022l_1052-R	Stapi.2754s0003
OG0011179	Sdiv_ptg000008l_0973-R	Stapi.2754s0001
OG0011181	Sdiv_ptg000008l_0971-R	Stapi.5373s0004
OG0011182	Sdiv_ptg000022l_1042-R	Stapi.2023s0001
OG0011183	Sdiv_ptg000022l_1040-R	Stapi.2969s0002
OG0011184	Sdiv_ptg000022l_1038-R	Stapi.2969s0003
OG0011186	Sdiv_ptg000008l_0964-R	Stapi.8906s0001
OG0011188	Sdiv_ptg000008l_0939-R	Stapi.8175s0001
OG0011193	Sdiv_ptg000008l_0914-R	Stapi.0917s0020
OG0011195	Sdiv_ptg000022l_0979-R, Sdiv_ptg000008l_0909-R	Stapi.4452s0002
OG0011197	Sdiv_ptg000022l_0963-R	Stapi.0917s0002
OG0011198	Sdiv_ptg000022l_0958-R	Stapi.4158s0001
OG0011199	Sdiv_ptg000008l_0889-R	Stapi.4158s0004
OG0011200	Sdiv_ptg000022l_0951-R	Stapi.12372s0002
OG0011201	Sdiv_ptg000008l_0882-R	Stapi.2951s0003
OG0011202	Sdiv_ptg000009l_1605-R	Stapi.2831s0001
OG0011204	Sdiv_ptg000010l_1629-R	Stapi.0142s0016
OG0011205	Sdiv_ptg000009l_1627-R	Stapi.2829s0002, Stapi.7511s0002
OG0011206	Sdiv_ptg000009l_1634-R	Stapi.7083s0002
OG0011207	Sdiv_ptg000010l_1616-R	Stapi.0472s0001
OG0011209	Sdiv_ptg000010l_1612-R, Sdiv_ptg000009l_1641-R	Stapi.0425s0010
OG0011210	Sdiv_ptg000009l_1664-R	Stapi.0290s0006
OG0011212	Sdiv_ptg000010l_1581-R	Stapi.5308s0004
OG0011213	Sdiv_ptg000009l_1678-R	Stapi.5308s0007
OG0011215	Sdiv_ptg000009l_1671-R	Stapi.0290s0014
OG0011216	Sdiv_ptg000009l_1670-R	Stapi.0290s0012
OG0011218	Sdiv_ptg000009l_1693-R	Stapi.3006s0003
OG0011219	Sdiv_ptg000009l_1697-R	Stapi.0418s0008
OG0011222	Sdiv_ptg000009l_1702-R	Stapi.1573s0002, Stapi.0418s0018
OG0011223	Sdiv_ptg000010l_1565-R	Stapi.3181s0001, Stapi.0379s0009
OG0011224	Sdiv_ptg000009l_1711-R	Stapi.3181s0004
OG0011225	Sdiv_ptg000010l_1559-R	Stapi.0379s0019
OG0011226	Sdiv_ptg000009l_1722-R	Stapi.0393s0002
OG0011227	Sdiv_ptg000010l_1553-R	Stapi.0393s0004
OG0011228	Sdiv_ptg000009l_1726-R	Stapi.0373s0008
OG0011229	Sdiv_ptg000010l_1547-R	Stapi.0373s0009
OG0011230	Sdiv_ptg000009l_1729-R	Stapi.0373s0016
OG0011231	Sdiv_ptg000009l_1735-R	Stapi.1250s0007
OG0011232	Sdiv_ptg000010l_1533-R	Stapi.2336s0002
OG0011233	Sdiv_ptg000009l_1754-R	Stapi.0134s0033
OG0011234	Sdiv_ptg000009l_1755-R	Stapi.0583s0010
OG0011235	Sdiv_ptg000009l_1757-R	Stapi.0583s0007, Stapi.0134s0025
OG0011236	Sdiv_ptg000009l_1768-R	Stapi.0459s0012
OG0011237	Sdiv_ptg000010l_1512-R	Stapi.1331s0002
OG0011238	Sdiv_ptg000009l_1778-R	Stapi.0945s0003, Stapi.1132s0005
OG0011241	Sdiv_ptg000009l_1791-R	Stapi.0138s0020
OG0011242	Sdiv_ptg000009l_1792-R	Stapi.0138s0015
OG0011243	Sdiv_ptg000010l_1470-R	Stapi.0109s0004
OG0011244	Sdiv_ptg000009l_1823-R	Stapi.0001s0055
OG0011245	Sdiv_ptg000010l_1464-R	Stapi.0001s0053
OG0011246	Sdiv_ptg000010l_1463-R	Stapi.0001s0052
OG0011247	Sdiv_ptg000009l_1827-R	Stapi.0001s0051
OG0011248	Sdiv_ptg000010l_1458-R	Stapi.0645s0003
OG0011249	Sdiv_ptg000004l_2379-R	Stapi.7894s0002
OG0011250	Sdiv_ptg000004l_2371-R	Stapi.1431s0011, Stapi.3398s0007
OG0011253	Sdiv_ptg000005l_2060-R, Sdiv_ptg000004l_2363-R	Stapi.1431s0021
OG0011254	Sdiv_ptg000004l_2360-R	Stapi.1431s0023
OG0011255	Sdiv_ptg000005l_2055-R	Stapi.1431s0025, Stapi.1525s0012
OG0011256	Sdiv_ptg000004l_2355-R	Stapi.1431s0027, Stapi.1525s0013
OG0011258	Sdiv_ptg000004l_2337-R	Stapi.13915s0001
OG0011259	Sdiv_ptg000004l_2333-R	Stapi.9110s0007
OG0011260	Sdiv_ptg000004l_2332-R	Stapi.9110s0006
OG0011261	Sdiv_ptg000005l_2032-R	Stapi.9110s0002
OG0011265	Sdiv_ptg000005l_2010-R	Stapi.13887s0001
OG0011266	Sdiv_ptg000005l_2008-R	Stapi.7793s0002
OG0011268	Sdiv_ptg000005l_2000-R	Stapi.6864s0002
OG0011270	Sdiv_ptg000005l_1992-R	Stapi.6486s0001
OG0011277	Sdiv_ptg000005l_1973-R	Stapi.5932s0001, Stapi.5932s0003
OG0011280	Sdiv_ptg000005l_1962-R	Stapi.18952s0001
OG0011281	Sdiv_ptg000004l_2256-R	Stapi.19918s0002
OG0011282	Sdiv_ptg000004l_2255-R	Stapi.19918s0001
OG0011291	Sdiv_ptg000004l_2235-R	Stapi.9827s0002
OG0011293	Sdiv_ptg000005l_1922-R	Stapi.23766s0001
OG0011294	Sdiv_ptg000004l_2208-R	Stapi.13648s0002
OG0011295	Sdiv_ptg000005l_1894-R	Stapi.27935s0002
OG0011299	Sdiv_ptg000005l_1887-R	Stapi.4157s0002
OG0011302	Sdiv_ptg000005l_1871-R	Stapi.31509s0001
OG0011305	Sdiv_ptg000022l_1434-R	Stapi.5487s0001, Stapi.5176s0005
OG0011307	Sdiv_ptg000008l_1353-R	Stapi.10810s0001
OG0011308	Sdiv_ptg000008l_1385-R	Stapi.2545s0001
OG0011309	Sdiv_ptg000022l_1511-R	Stapi.7763s0002
OG0011310	Sdiv_ptg000022l_1520-R	Stapi.2670s0003
OG0011311	Sdiv_ptg000022l_1528-R	Stapi.1505s0010
OG0011312	Sdiv_ptg000022l_1530-R	Stapi.1505s0008
OG0011313	Sdiv_ptg000008l_1425-R	Stapi.12179s0001, Stapi.1505s0003
