Orthogroup	S_diversifolius	C_amplexicaulis
OG0013816	Sdiv_ptg000013l_0377-R, Sdiv_ptg000011l_0381-R	Caamp.0190s1141
OG0013817	Sdiv_ptg000001l_0400-R	Caamp.0190s1147
OG0013818	Sdiv_ptg000001l_0398-R	Caamp.0026s0794, Caamp.0190s1150
OG0013819	Sdiv_ptg000001l_0397-R	Caamp.0026s0790, Caamp.0190s1151
OG0013820	Sdiv_ptg000001l_0372-R	Caamp.0190s1175
OG0013821	Sdiv_ptg000011l_0326-R, Sdiv_ptg000013l_0326-R	Caamp.0190s1234, Caamp.0026s0721
OG0013823	Sdiv_ptg000001l_0351-R	Caamp.0190s1240, Caamp.0026s0725
OG0013824	Sdiv_ptg000001l_0347-R	Caamp.0190s1253, Caamp.0026s0719
OG0013825	Sdiv_ptg000001l_0342-R	Caamp.0026s0711, Caamp.0190s1264
OG0013826	Sdiv_ptg000001l_0322-R	Caamp.0026s0682, Caamp.0190s1293
OG0013827	Sdiv_ptg000001l_0294-R	Caamp.0026s0644, Caamp.0190s1330
OG0013829	Sdiv_ptg000001l_0290-R	Caamp.0190s1334
OG0013830	Sdiv_ptg000001l_0280-R	Caamp.0190s1350
OG0013831	Sdiv_ptg000001l_0267-R	Caamp.0190s1367
OG0013832	Sdiv_ptg000011l_0251-R, Sdiv_ptg000013l_0245-R	Caamp.0190s1370, Caamp.0026s0595
OG0013833	Sdiv_ptg000001l_0262-R	Caamp.0190s1372
OG0013834	Sdiv_ptg000002l_1050-R	Caamp.0002s0073
OG0013835	Sdiv_ptg000015l_1036-R	Caamp.0002s0115, Caamp.0006s0606
OG0013836	Sdiv_ptg000015l_1035-R	Caamp.0006s0605, Caamp.0002s0116
OG0013837	Sdiv_ptg000015l_1029-R	Caamp.0002s0133, Caamp.0006s0596
OG0013839	Sdiv_ptg000002l_1089-R	Caamp.0006s0592, Caamp.0002s0137
OG0013840	Sdiv_ptg000002l_1093-R	Caamp.0002s0140
OG0013843	Sdiv_ptg000002l_1110-R	Caamp.0002s0178
OG0013844	Sdiv_ptg000002l_1111-R	Caamp.0002s0179
OG0013845	Sdiv_ptg000015l_1002-R	Caamp.0303s0690
OG0013846	Sdiv_ptg000002l_1113-R	Caamp.0002s0182, Caamp.0303s0688
OG0013847	Sdiv_ptg000015l_0991-R	Caamp.0002s0192, Caamp.0303s0680
OG0013848	Sdiv_ptg000002l_1120-R	Caamp.0002s0195, Caamp.0002s0194
OG0013850	Sdiv_ptg000002l_1132-R	Caamp.0303s0661, Caamp.0002s0216
OG0013851	Sdiv_ptg000015l_0977-R	Caamp.0303s0658, Caamp.0002s0219
OG0013852	Sdiv_ptg000002l_1156-R	Caamp.0002s0242
OG0013852	Sdiv_ptg000015l_0964-R	Caamp.0303s0641
OG0013854	Sdiv_ptg000002l_1179-R	Caamp.0002s0278, Caamp.0303s0616
OG0013855	Sdiv_ptg000015l_0935-R	Caamp.0002s0290, Caamp.0303s0607
OG0013856	Sdiv_ptg000002l_1193-R	Caamp.0002s0301, Caamp.0303s0597
OG0013857	Sdiv_ptg000015l_0925-R	Caamp.0303s0592
OG0013857	Sdiv_ptg000002l_1197-R	Caamp.0002s0306
OG0013858	Sdiv_ptg000015l_0922-R	Caamp.0002s0308, Caamp.0303s0589
OG0013860	Sdiv_ptg000002l_1206-R	Caamp.0002s0314
OG0013861	Sdiv_ptg000002l_1209-R	Caamp.0002s0318
OG0013862	Sdiv_ptg000002l_1215-R	Caamp.0002s0325
OG0013863	Sdiv_ptg000002l_1219-R	Caamp.0064s0516, Caamp.0002s0330
OG0013864	Sdiv_ptg000002l_1226-R	Caamp.0002s0338
OG0013864	Sdiv_ptg000015l_0904-R	Caamp.0064s0527
OG0013866	Sdiv_ptg000015l_0902-R	Caamp.0064s0534, Caamp.0002s0345
OG0013867	Sdiv_ptg000002l_1249-R	Caamp.0064s0549, Caamp.0002s0362
OG0013868	Sdiv_ptg000002l_1254-R	Caamp.0002s0367, Caamp.0064s0554
OG0013872	Sdiv_ptg000014l_1868-R	Caamp.0008s0094
OG0013873	Sdiv_ptg000013l_1527-R	Caamp.0214s0018
OG0013873	Sdiv_ptg000001l_1597-R	Caamp.0078s0962
OG0013874	Sdiv_ptg000001l_1600-R	Caamp.0078s0958, Caamp.0214s0022
OG0013875	Sdiv_ptg000001l_1603-R	Caamp.0078s0953, Caamp.0214s0025
OG0013876	Sdiv_ptg000001l_1616-R	Caamp.0078s0938
OG0013876	Sdiv_ptg000013l_1546-R	Caamp.0214s0042
OG0013877	Sdiv_ptg000001l_1631-R	Caamp.0078s0922
OG0013877	Sdiv_ptg000013l_1559-R	Caamp.0214s0056
OG0013878	Sdiv_ptg000013l_1564-R	Caamp.0214s0060, Caamp.0078s0918
OG0013879	Sdiv_ptg000001l_1644-R	Caamp.0214s0072, Caamp.0078s0907
OG0013880	Sdiv_ptg000001l_1646-R	Caamp.0078s0904
OG0013881	Sdiv_ptg000013l_1583-R	Caamp.0214s0080
OG0013882	Sdiv_ptg000013l_1590-R	Caamp.0078s0884, Caamp.0214s0089
OG0013883	Sdiv_ptg000001l_1661-R	Caamp.0214s0095, Caamp.0078s0879
OG0013884	Sdiv_ptg000001l_1663-R	Caamp.0214s0097, Caamp.0078s0877
OG0013885	Sdiv_ptg000001l_1665-R	Caamp.0214s0099, Caamp.0078s0875
OG0013886	Sdiv_ptg000013l_1608-R	Caamp.0214s0114, Caamp.0078s0860
OG0013887	Sdiv_ptg000013l_1609-R	Caamp.0214s0115
OG0013888	Sdiv_ptg000001l_1682-R	Caamp.0214s0121, Caamp.0078s0853
OG0013889	Sdiv_ptg000001l_1689-R	Caamp.0214s0129, Caamp.0078s0846
OG0013890	Sdiv_ptg000001l_1700-R	Caamp.0078s0833, Caamp.0214s0142
OG0013891	Sdiv_ptg000001l_1713-R	Caamp.0214s0160, Caamp.0078s0817
OG0013892	Sdiv_ptg000001l_1715-R	Caamp.0214s0163, Caamp.0078s0814
OG0013893	Sdiv_ptg000001l_1716-R	Caamp.0078s0813, Caamp.0214s0164
OG0013894	Sdiv_ptg000001l_1717-R	Caamp.0078s0812
OG0013895	Sdiv_ptg000013l_1659-R	Caamp.0214s0172
OG0013896	Sdiv_ptg000001l_1726-R	Caamp.0214s0175, Caamp.0078s0797
OG0013897	Sdiv_ptg000001l_1734-R	Caamp.0078s0789
OG0013897	Sdiv_ptg000013l_1666-R	Caamp.0214s0180
OG0013898	Sdiv_ptg000001l_1738-R	Caamp.0078s0786, Caamp.0214s0184
OG0013899	Sdiv_ptg000001l_1741-R	Caamp.0078s0784
OG0013900	Sdiv_ptg000013l_1670-R	Caamp.0214s0190
OG0013901	Sdiv_ptg000013l_1677-R	Caamp.0214s0198
OG0013902	Sdiv_ptg000001l_1748-R	Caamp.0214s0199, Caamp.0078s0765
OG0013903	Sdiv_ptg000013l_1679-R	Caamp.0078s0768, Caamp.0214s0201
OG0013904	Sdiv_ptg000001l_1751-R, Sdiv_ptg000013l_1682-R	Caamp.0078s0772, Caamp.0214s0204
OG0013905	Sdiv_ptg000001l_1756-R	Caamp.0078s0764
OG0013905	Sdiv_ptg000013l_1686-R	Caamp.0214s0208
OG0013906	Sdiv_ptg000001l_1759-R	Caamp.0078s0757
OG0013906	Sdiv_ptg000013l_1692-R	Caamp.0214s0214
OG0013907	Sdiv_ptg000001l_1760-R	Caamp.0078s0756, Caamp.0214s0215
OG0013908	Sdiv_ptg000001l_1761-R	Caamp.0078s0755, Caamp.0214s0216
OG0013909	Sdiv_ptg000001l_1762-R	Caamp.0214s0217, Caamp.0078s0754
OG0013910	Sdiv_ptg000001l_1774-R	Caamp.0214s0230, Caamp.0078s0743
OG0013911	Sdiv_ptg000001l_1777-R	Caamp.0078s0739
OG0013911	Sdiv_ptg000013l_1706-R	Caamp.0214s0234
OG0013912	Sdiv_ptg000001l_1784-R	Caamp.0078s0730
OG0013912	Sdiv_ptg000013l_1714-R	Caamp.0214s0243
OG0013913	Sdiv_ptg000001l_1793-R	Caamp.0214s0252, Caamp.0078s0718
OG0013914	Sdiv_ptg000001l_1795-R	Caamp.0078s0716
OG0013914	Sdiv_ptg000013l_1726-R	Caamp.0214s0254
OG0013915	Sdiv_ptg000001l_1796-R	Caamp.0214s0255, Caamp.0078s0715
OG0013916	Sdiv_ptg000001l_1798-R	Caamp.0214s0257, Caamp.0078s0713
OG0013917	Sdiv_ptg000013l_1732-R	Caamp.0214s0262
OG0013917	Sdiv_ptg000001l_1803-R	Caamp.0078s0706
OG0013918	Sdiv_ptg000001l_1804-R, Sdiv_ptg000013l_1733-R	Caamp.0214s0264, Caamp.0078s0704
OG0013919	Sdiv_ptg000013l_1734-R	Caamp.0214s0265
OG0013920	Sdiv_ptg000013l_1736-R	Caamp.0214s0267
OG0013920	Sdiv_ptg000001l_1807-R	Caamp.0078s0702
OG0013921	Sdiv_ptg000013l_1742-R	Caamp.0214s0273
OG0013921	Sdiv_ptg000001l_1813-R	Caamp.0078s0695
OG0013922	Sdiv_ptg000013l_1746-R	Caamp.0214s0276
OG0013923	Sdiv_ptg000013l_1747-R	Caamp.0214s0277
OG0013924	Sdiv_ptg000001l_1820-R	Caamp.0078s0686, Caamp.0214s0283
OG0013925	Sdiv_ptg000001l_1827-R	Caamp.0078s0679
OG0013926	Sdiv_ptg000001l_1833-R	Caamp.0078s0671, Caamp.0214s0298
OG0013927	Sdiv_ptg000013l_1762-R	Caamp.0214s0300
OG0013928	Sdiv_ptg000013l_1764-R	Caamp.0078s0665, Caamp.0214s0303
OG0013929	Sdiv_ptg000013l_1765-R	Caamp.0078s0664, Caamp.0214s0304
OG0013930	Sdiv_ptg000001l_1842-R	Caamp.0078s0657
OG0013931	Sdiv_ptg000001l_1847-R, Sdiv_ptg000013l_1771-R	Caamp.0214s0316
OG0013932	Sdiv_ptg000013l_1773-R	Caamp.0078s0648, Caamp.0214s0318
OG0013933	Sdiv_ptg000001l_1850-R	Caamp.0078s0645
OG0013933	Sdiv_ptg000013l_1776-R	Caamp.0214s0321
OG0013934	Sdiv_ptg000001l_1855-R	Caamp.0078s0639
OG0013934	Sdiv_ptg000013l_1783-R	Caamp.0214s0327
OG0013935	Sdiv_ptg000013l_1789-R, Sdiv_ptg000001l_1861-R	Caamp.0078s0633, Caamp.0214s0333
OG0013936	Sdiv_ptg000001l_1864-R	Caamp.0214s0336, Caamp.0078s0630
OG0013937	Sdiv_ptg000001l_1866-R	Caamp.0078s0628, Caamp.0214s0338
OG0013938	Sdiv_ptg000001l_1871-R	Caamp.0078s0621
OG0013939	Sdiv_ptg000001l_1877-R	Caamp.0303s0002
OG0013940	Sdiv_ptg000001l_1878-R	Caamp.0303s0003
OG0013940	Sdiv_ptg000013l_1802-R	Caamp.0214s0350
OG0013941	Sdiv_ptg000001l_1879-R	Caamp.0303s0004
OG0013941	Sdiv_ptg000013l_1803-R	Caamp.0214s0351
OG0013942	Sdiv_ptg000013l_1810-R, Sdiv_ptg000001l_1890-R	Caamp.0214s0358, Caamp.0303s0014
OG0013943	Sdiv_ptg000001l_1893-R	Caamp.0303s0017, Caamp.0214s0361
OG0013944	Sdiv_ptg000013l_1818-R	Caamp.0214s0366
OG0013944	Sdiv_ptg000001l_1896-R	Caamp.0303s0020
OG0013945	Sdiv_ptg000001l_1897-R	Caamp.0303s0022, Caamp.0214s0368
OG0013946	Sdiv_ptg000001l_1898-R	Caamp.0303s0023
OG0013946	Sdiv_ptg000013l_1820-R	Caamp.0214s0370
OG0013947	Sdiv_ptg000001l_1900-R	Caamp.0303s0025
OG0013948	Sdiv_ptg000001l_1904-R	Caamp.0303s0031
OG0013949	Sdiv_ptg000001l_1905-R	Caamp.0214s0378, Caamp.0303s0032, Caamp.0052s0299
OG0013950	Sdiv_ptg000001l_1913-R	Caamp.0303s0040
OG0013950	Sdiv_ptg000013l_1829-R	Caamp.0214s0385
OG0013951	Sdiv_ptg000013l_1833-R	Caamp.0214s0390, Caamp.0303s0045
OG0013952	Sdiv_ptg000013l_1835-R	Caamp.0214s0391
OG0013952	Sdiv_ptg000001l_1917-R	Caamp.0303s0046
OG0013953	Sdiv_ptg000001l_1920-R	Caamp.0214s0393, Caamp.0303s0048
OG0013954	Sdiv_ptg000013l_1836-R	Caamp.0303s0049, Caamp.0214s0394
OG0013955	Sdiv_ptg000001l_1921-R	Caamp.0303s0050
OG0013955	Sdiv_ptg000013l_1837-R	Caamp.0214s0395
OG0013956	Sdiv_ptg000013l_1839-R	Caamp.0214s0397, Caamp.0303s0052
OG0013957	Sdiv_ptg000001l_1929-R	Caamp.0214s0403
OG0013958	Sdiv_ptg000001l_1932-R, Sdiv_ptg000013l_1847-R	Caamp.0214s0405
OG0013959	Sdiv_ptg000013l_1851-R	Caamp.0214s0409
OG0013960	Sdiv_ptg000001l_1942-R	Caamp.0303s0081
OG0013960	Sdiv_ptg000013l_1862-R	Caamp.0214s0425
OG0013962	Sdiv_ptg000001l_1947-R	Caamp.0214s0436, Caamp.0303s0088
OG0013963	Sdiv_ptg000013l_1870-R	Caamp.0214s0440
OG0013963	Sdiv_ptg000001l_1949-R	Caamp.0303s0092
OG0013964	Sdiv_ptg000013l_1872-R, Sdiv_ptg000001l_1952-R	Caamp.0214s0443, Caamp.0303s0095
OG0013965	Sdiv_ptg000013l_1877-R	Caamp.0214s0448
OG0013966	Sdiv_ptg000013l_1878-R	Caamp.0214s0449
OG0013966	Sdiv_ptg000001l_1959-R	Caamp.0303s0102
OG0013967	Sdiv_ptg000001l_1960-R	Caamp.0303s0103
OG0013967	Sdiv_ptg000013l_1880-R	Caamp.0214s0450
OG0013968	Sdiv_ptg000013l_1895-R	Caamp.0214s0477
OG0013968	Sdiv_ptg000001l_1982-R	Caamp.0303s0130
OG0013969	Sdiv_ptg000001l_1986-R	Caamp.0303s0137, Caamp.0214s0481
OG0013970	Sdiv_ptg000013l_1905-R	Caamp.0214s0491, Caamp.0303s0151
OG0013971	Sdiv_ptg000013l_1908-R	Caamp.0214s0493
OG0013971	Sdiv_ptg000001l_1997-R	Caamp.0303s0153
OG0013972	Sdiv_ptg000001l_2012-R	Caamp.0303s0178
OG0013972	Sdiv_ptg000013l_1926-R	Caamp.0214s0520
OG0013973	Sdiv_ptg000001l_2016-R	Caamp.0303s0183
OG0013973	Sdiv_ptg000013l_1930-R	Caamp.0214s0525
OG0013974	Sdiv_ptg000013l_1944-R	Caamp.0214s0537, Caamp.0303s0199
OG0013975	Sdiv_ptg000001l_2035-R	Caamp.0303s0206
OG0013975	Sdiv_ptg000013l_1952-R	Caamp.0214s0548
OG0013976	Sdiv_ptg000013l_1961-R	Caamp.0214s0558
OG0013976	Sdiv_ptg000001l_2044-R	Caamp.0303s0218
OG0013977	Sdiv_ptg000013l_1969-R	Caamp.0214s0569
OG0013977	Sdiv_ptg000001l_2053-R	Caamp.0303s0229
OG0013978	Sdiv_ptg000013l_1970-R	Caamp.0214s0570, Caamp.0303s0232
OG0013979	Sdiv_ptg000001l_2056-R	Caamp.0303s0235
OG0013979	Sdiv_ptg000013l_1973-R	Caamp.0214s0572
OG0013980	Sdiv_ptg000013l_1981-R	Caamp.0303s0247, Caamp.0214s0581
OG0013981	Sdiv_ptg000001l_2073-R	Caamp.0303s0262
OG0013981	Sdiv_ptg000013l_1987-R	Caamp.0214s0593
OG0013982	Sdiv_ptg000013l_1990-R	Caamp.0303s0263, Caamp.0214s0597, Caamp.0037s0352
OG0013983	Sdiv_ptg000001l_2074-R	Caamp.0303s0265
OG0013984	Sdiv_ptg000013l_2003-R	Caamp.0214s0612
OG0013984	Sdiv_ptg000001l_2084-R	Caamp.0303s0276
OG0013985	Sdiv_ptg000001l_2086-R, Sdiv_ptg000013l_2005-R	Caamp.0214s0613, Caamp.0303s0279
OG0013986	Sdiv_ptg000001l_2088-R	Caamp.0303s0282
OG0013986	Sdiv_ptg000013l_2007-R	Caamp.0214s0615
OG0013987	Sdiv_ptg000001l_2091-R	Caamp.0214s0617, Caamp.0303s0285
OG0013988	Sdiv_ptg000013l_2023-R	Caamp.0214s0639
OG0013988	Sdiv_ptg000001l_2106-R	Caamp.0303s0310
OG0013989	Sdiv_ptg000013l_2026-R	Caamp.0214s0642
OG0013990	Sdiv_ptg000001l_2110-R	Caamp.0303s0315
OG0013990	Sdiv_ptg000013l_2027-R	Caamp.0214s0643
OG0013991	Sdiv_ptg000001l_2111-R	Caamp.0303s0318
OG0013991	Sdiv_ptg000013l_2029-R	Caamp.0214s0646
OG0013992	Sdiv_ptg000001l_2112-R	Caamp.0303s0320
OG0013992	Sdiv_ptg000013l_2031-R	Caamp.0214s0648
OG0013993	Sdiv_ptg000001l_2113-R, Sdiv_ptg000003l_1051-R	Caamp.0303s0321, Caamp.0214s0649
OG0013994	Sdiv_ptg000001l_2115-R	Caamp.0303s0322, Caamp.0214s0651
OG0013995	Sdiv_ptg000001l_2129-R	Caamp.0214s0666, Caamp.0303s0340
OG0013996	Sdiv_ptg000013l_2047-R	Caamp.0214s0676
OG0013996	Sdiv_ptg000001l_2133-R	Caamp.0303s0348
OG0013997	Sdiv_ptg000013l_2053-R	Caamp.0214s0684
OG0013997	Sdiv_ptg000001l_2141-R	Caamp.0303s0358
OG0013998	Sdiv_ptg000013l_2061-R	Caamp.0214s0690, Caamp.0303s0365
OG0013999	Sdiv_ptg000013l_2069-R	Caamp.0214s0701
OG0013999	Sdiv_ptg000001l_2158-R	Caamp.0303s0376
OG0014000	Sdiv_ptg000001l_2160-R	Caamp.0303s0379
OG0014000	Sdiv_ptg000013l_2071-R	Caamp.0214s0704
OG0014001	Sdiv_ptg000013l_2072-R	Caamp.0214s0705
OG0014001	Sdiv_ptg000001l_2161-R	Caamp.0303s0380
OG0014002	Sdiv_ptg000013l_2076-R	Caamp.0214s0712
OG0014002	Sdiv_ptg000001l_2166-R	Caamp.0303s0386
OG0014003	Sdiv_ptg000001l_2178-R	Caamp.0303s0401
OG0014003	Sdiv_ptg000013l_2088-R	Caamp.0214s0726
OG0014004	Sdiv_ptg000001l_2180-R	Caamp.0214s0729, Caamp.0303s0404
OG0014005	Sdiv_ptg000001l_2182-R	Caamp.0303s0407, Caamp.0214s0732
OG0014006	Sdiv_ptg000013l_2094-R	Caamp.0214s0740
OG0014006	Sdiv_ptg000001l_2189-R	Caamp.0303s0416
OG0014007	Sdiv_ptg000001l_2192-R	Caamp.0303s0419
OG0014007	Sdiv_ptg000013l_2097-R	Caamp.0214s0743
OG0014008	Sdiv_ptg000013l_2098-R	Caamp.0214s0744
OG0014008	Sdiv_ptg000001l_2193-R	Caamp.0303s0420
OG0014009	Sdiv_ptg000013l_2099-R	Caamp.0214s0745
OG0014009	Sdiv_ptg000001l_2195-R	Caamp.0303s0421
OG0014010	Sdiv_ptg000001l_2202-R	Caamp.0303s0431
OG0014010	Sdiv_ptg000013l_2106-R	Caamp.0214s0754
OG0014011	Sdiv_ptg000001l_2213-R	Caamp.0303s0447
OG0014011	Sdiv_ptg000013l_2115-R	Caamp.0214s0768
OG0014012	Sdiv_ptg000001l_2225-R	Caamp.0303s0465, Caamp.0214s0782
OG0014013	Sdiv_ptg000001l_2230-R	Caamp.0303s0472
OG0014014	Sdiv_ptg000001l_2231-R	Caamp.0303s0473
OG0014014	Sdiv_ptg000013l_2133-R	Caamp.0214s0791
OG0014015	Sdiv_ptg000001l_2232-R	Caamp.0303s0474
OG0014015	Sdiv_ptg000013l_2134-R	Caamp.0214s0792
OG0014016	Sdiv_ptg000001l_2237-R	Caamp.0303s0479
OG0014016	Sdiv_ptg000013l_2137-R	Caamp.0214s0797
OG0014017	Sdiv_ptg000001l_2239-R	Caamp.0214s0799, Caamp.0303s0481
OG0014018	Sdiv_ptg000001l_2246-R	Caamp.0303s0492
OG0014018	Sdiv_ptg000013l_2146-R	Caamp.0214s0809
OG0014019	Sdiv_ptg000001l_2267-R	Caamp.0214s0831, Caamp.0303s0513
OG0014020	Sdiv_ptg000001l_2268-R	Caamp.0303s0514, Caamp.0214s0832
OG0014021	Sdiv_ptg000013l_2163-R	Caamp.0214s0835
OG0014023	Sdiv_ptg000001l_2283-R	Caamp.0303s0537, Caamp.0214s0850
OG0014024	Sdiv_ptg000001l_2288-R	Caamp.0303s0539
OG0014025	Sdiv_ptg000013l_2179-R	Caamp.0303s0542, Caamp.0214s0857
OG0014026	Sdiv_ptg000013l_2182-R, Sdiv_ptg000001l_2294-R	Caamp.0214s0864
OG0014027	Sdiv_ptg000005l_0339-R	Caamp.0095s0002, Caamp.0022s0006
OG0014028	Sdiv_ptg000004l_0651-R	Caamp.0022s0008, Caamp.0097s0479
OG0014029	Sdiv_ptg000004l_0642-R	Caamp.0022s0018, Caamp.0097s0490
OG0014030	Sdiv_ptg000004l_0627-R	Caamp.0022s0038, Caamp.0097s0509
OG0014031	Sdiv_ptg000005l_0313-R	Caamp.0022s0048, Caamp.0097s0518
OG0014032	Sdiv_ptg000004l_0617-R	Caamp.0022s0052, Caamp.0097s0521
OG0014033	Sdiv_ptg000004l_0616-R	Caamp.0097s0522, Caamp.0022s0053
OG0014034	Sdiv_ptg000005l_0307-R	Caamp.0022s0055
OG0014035	Sdiv_ptg000004l_0607-R	Caamp.0097s0532
OG0014036	Sdiv_ptg000005l_0296-R	Caamp.0022s0070, Caamp.0097s0536
OG0014037	Sdiv_ptg000004l_0603-R	Caamp.0022s0072, Caamp.0097s0537
OG0014039	Sdiv_ptg000004l_0592-R	Caamp.0022s0086, Caamp.0097s0552
OG0014040	Sdiv_ptg000005l_0287-R	Caamp.0022s0088
OG0014041	Sdiv_ptg000004l_0583-R	Caamp.0097s0561
OG0014042	Sdiv_ptg000004l_0577-R, Sdiv_ptg000005l_0277-R	Caamp.0022s0098
OG0014045	Sdiv_ptg000005l_0248-R	Caamp.0097s0615, Caamp.0022s0145
OG0014046	Sdiv_ptg000005l_0243-R	Caamp.0022s0156
OG0014047	Sdiv_ptg000005l_0242-R	Caamp.0022s0159
OG0014048	Sdiv_ptg000004l_0507-R	Caamp.0022s0183, Caamp.0097s0667
OG0014049	Sdiv_ptg000004l_0502-R	Caamp.0022s0189, Caamp.0097s0674
OG0014050	Sdiv_ptg000004l_0497-R	Caamp.0022s0198, Caamp.0097s0681
OG0014051	Sdiv_ptg000005l_0218-R	Caamp.0022s0208
OG0014051	Sdiv_ptg000004l_0490-R	Caamp.0097s0693
OG0014053	Sdiv_ptg000005l_0210-R	Caamp.0061s0022, Caamp.0022s0221
OG0014055	Sdiv_ptg000013l_1503-R	Caamp.0023s0003, Caamp.0078s0988
OG0014056	Sdiv_ptg000013l_1496-R	Caamp.0023s0012
OG0014056	Sdiv_ptg000001l_1565-R	Caamp.0078s0997
OG0014057	Sdiv_ptg000013l_1494-R	Caamp.0078s0999, Caamp.0023s0014
OG0014058	Sdiv_ptg000001l_1563-R	Caamp.0078s1000
OG0014058	Sdiv_ptg000013l_1493-R	Caamp.0023s0015
OG0014059	Sdiv_ptg000001l_1558-R	Caamp.0023s0019, Caamp.0078s1004
OG0014060	Sdiv_ptg000001l_1556-R	Caamp.0078s1006
OG0014060	Sdiv_ptg000013l_1486-R	Caamp.0023s0021
OG0014061	Sdiv_ptg000013l_1485-R	Caamp.0023s0024
OG0014061	Sdiv_ptg000001l_1555-R	Caamp.0078s1008
OG0014062	Sdiv_ptg000001l_1550-R	Caamp.0023s0028, Caamp.0078s1013
OG0014063	Sdiv_ptg000001l_1545-R	Caamp.0023s0034, Caamp.0078s1020
OG0014064	Sdiv_ptg000001l_1543-R	Caamp.0078s1022, Caamp.0023s0036
OG0014065	Sdiv_ptg000001l_1540-R	Caamp.0078s1029
OG0014066	Sdiv_ptg000001l_1536-R	Caamp.0023s0046, Caamp.0078s1035
OG0014067	Sdiv_ptg000001l_1534-R	Caamp.0078s1037
OG0014068	Sdiv_ptg000001l_1530-R	Caamp.0023s0053, Caamp.0078s1042
OG0014069	Sdiv_ptg000013l_1457-R	Caamp.0078s1044, Caamp.0023s0055
OG0014070	Sdiv_ptg000013l_1456-R	Caamp.0078s1045
OG0014072	Sdiv_ptg000001l_1514-R	Caamp.0078s1108
OG0014073	Sdiv_ptg000001l_1512-R	Caamp.0023s0075, Caamp.0078s1103
OG0014074	Sdiv_ptg000002l_0107-R	Caamp.0095s0589, Caamp.0023s0079
OG0014075	Sdiv_ptg000015l_1994-R	Caamp.0095s0588
OG0014076	Sdiv_ptg000015l_2000-R, Sdiv_ptg000002l_0100-R	Caamp.0023s0088, Caamp.0095s0582
OG0014077	Sdiv_ptg000002l_0099-R	Caamp.0095s0580, Caamp.0023s0090
OG0014078	Sdiv_ptg000015l_2003-R	Caamp.0023s0093, Caamp.0095s0577
OG0014079	Sdiv_ptg000015l_2009-R	Caamp.0095s0569
OG0014079	Sdiv_ptg000002l_0095-R	Caamp.0023s0095
OG0014080	Sdiv_ptg000002l_0093-R	Caamp.0095s0566, Caamp.0023s0098
OG0014081	Sdiv_ptg000002l_0092-R	Caamp.0095s0564, Caamp.0023s0101
OG0014082	Sdiv_ptg000002l_0086-R	Caamp.0023s0106, Caamp.0095s0559
OG0014083	Sdiv_ptg000002l_0084-R	Caamp.0023s0108
OG0014084	Sdiv_ptg000015l_2015-R	Caamp.0023s0109, Caamp.0095s0556
OG0014086	Sdiv_ptg000002l_0072-R	Caamp.0023s0124
OG0014086	Sdiv_ptg000015l_2027-R	Caamp.0095s0538
OG0014088	Sdiv_ptg000015l_2036-R	Caamp.0095s0526
OG0014088	Sdiv_ptg000002l_0060-R	Caamp.0023s0142
OG0014089	Sdiv_ptg000015l_2041-R	Caamp.0023s0147, Caamp.0095s0520
OG0014090	Sdiv_ptg000015l_2042-R	Caamp.0023s0148, Caamp.0095s0519
OG0014091	Sdiv_ptg000015l_2048-R	Caamp.0023s0155, Caamp.0095s0511
OG0014092	Sdiv_ptg000015l_2052-R	Caamp.0095s0505
OG0014092	Sdiv_ptg000002l_0045-R	Caamp.0023s0165
OG0014093	Sdiv_ptg000002l_0037-R	Caamp.0023s0172
OG0014094	Sdiv_ptg000015l_2062-R	Caamp.0095s0495
OG0014094	Sdiv_ptg000002l_0034-R	Caamp.0023s0175
OG0014095	Sdiv_ptg000013l_0145-R, Sdiv_ptg000011l_0156-R	Caamp.0023s0176, Caamp.0095s1212
OG0014096	Sdiv_ptg000002l_0032-R	Caamp.0023s0178
OG0014097	Sdiv_ptg000002l_0029-R	Caamp.0095s0490, Caamp.0023s0181
OG0014098	Sdiv_ptg000015l_2067-R	Caamp.0095s0488
OG0014098	Sdiv_ptg000002l_0028-R	Caamp.0023s0182
OG0014099	Sdiv_ptg000015l_2070-R, Sdiv_ptg000002l_0024-R	Caamp.0023s0185
OG0014100	Sdiv_ptg000002l_0020-R	Caamp.0023s0192
OG0014100	Sdiv_ptg000015l_2073-R	Caamp.0095s0479
OG0014101	Sdiv_ptg000015l_2078-R, Sdiv_ptg000002l_0013-R	Caamp.0095s0474, Caamp.0023s0197
OG0014102	Sdiv_ptg000015l_2094-R, Sdiv_ptg000002l_0005-R	Caamp.0023s0213
OG0014103	Sdiv_ptg000016l_0052-R	Caamp.0023s0219
OG0014104	Sdiv_ptg000016l_0008-R	Caamp.0023s0231, Caamp.0095s0435
OG0014105	Sdiv_ptg000015l_2118-R	Caamp.0023s0242, Caamp.0095s0427
OG0014106	Sdiv_ptg000015l_2129-R	Caamp.0023s0260, Caamp.0095s0409
OG0014107	Sdiv_ptg000015l_2130-R	Caamp.0095s0408
OG0014107	Sdiv_ptg000016l_0032-R	Caamp.0023s0261
OG0014108	Sdiv_ptg000016l_0034-R	Caamp.0023s0265, Caamp.0095s0403
OG0014109	Sdiv_ptg000015l_2143-R	Caamp.0023s0279, Caamp.0095s0386
OG0014110	Sdiv_ptg000016l_0054-R	Caamp.0023s0283
